Team, GamesPlayed, Wins, Losses, Ties, PCT, HammerEfficiency, StealDefence, StealEfficiency, ForceEfficiency, BlankEnds, BlankEnds/Game, ExtraEndHammer, ExtraEndSteal, Ends, PointsFor, PointsAgainst, PointsFor/Game, PointsAgainst/Game, AvgDiff, HammerPF/E, HammerPA/E, NoHammerPF/E, NoHammerPA/E, EndsFor/Game, EndsAgainst/Game, PointsFor/End, PointsAgainst/End 
Alex Benoy, 9, 1, 8, 0, 0.111, 0.16, 0.52, 0.34, 0.26, 0, 0.00, 0, 0, 60, 39, 82, 6.50, 13.67, -7.17, 0.74, 1.06, 0.55, 1.69, 4.17, 5.83, 1.56, 2.34 
Arild Berdal, 5, 0, 5, 0, 0.000, 0.14, 0.55, 0.09, 0.30, 0, 0.00, 0, 0, 33, 14, 47, 4.24, 14.24, -10.00, 0.59, 0.91, 0.09, 2.45, 3.33, 6.67, 1.27, 2.14 
Daymond Bernath, 55, 40, 15, 0, 0.727, 0.45, 0.15, 0.32, 0.53, 18, 1.08, 0.0, 0, 454, 397, 276, 8.74, 6.08, 2.67, 1.42, 0.22, 0.46, 0.90, 5.09, 3.83, 1.72, 1.59 
Roger Bertrand, 12, 7, 5, 0, 0.583, 0.38, 0.17, 0.22, 0.70, 5, 1.20, 0, 0, 83, 67, 47, 8.07, 5.66, 2.41, 1.33, 0.24, 0.27, 0.90, 4.70, 4.10, 1.72, 1.38 
Alex Berube, 9, 3, 6, 0, 0.333, 0.33, 0.25, 0.33, 0.48, 1, 0.33, 0, 0, 61, 48, 49, 7.87, 8.03, -0.16, 1.21, 0.46, 0.42, 1.09, 5.08, 4.59, 1.55, 1.75 
Paulo Bienvenue, 5, 2, 3, 0, 0.400, 0.13, 0.35, 0.32, 0.36, 2, 1.11, 0, 0, 36, 18, 29, 5.00, 8.06, -3.06, 0.65, 0.53, 0.37, 1.05, 4.17, 4.72, 1.20, 1.71 
Matt Bijl, 5, 1, 4, 0, 0.200, 0.16, 0.27, 0.23, 0.36, 3, 1.36, 0, 0, 44, 21, 39, 4.77, 8.86, -4.09, 0.73, 0.41, 0.23, 1.36, 4.09, 4.55, 1.17, 1.95 
Daniel Birchard, 4, 2, 2, 0, 0.500, 0.38, 0.32, 0.32, 0.36, 3, 1.32, 0, 0, 38, 26, 27, 6.84, 7.11, -0.26, 0.89, 0.37, 0.47, 1.05, 4.21, 4.47, 1.63, 1.59 
Steven Birklid, 11, 5, 6, 0, 0.455, 0.41, 0.27, 0.29, 0.30, 2, 0.24, 0, 0, 83, 73, 81, 8.80, 9.76, -0.96, 1.34, 0.44, 0.43, 1.50, 4.82, 4.94, 1.83, 1.98 
Louis Biron, 3, 1, 2, 0, 0.333, 0.09, 0.55, 0.17, 0.80, 0, 0.00, 0, 0, 17, 9, 18, 5.29, 10.59, -5.29, 0.73, 1.00, 0.17, 1.17, 3.53, 6.47, 1.50, 1.64 
Todd Birr, 12, 6, 6, 0, 0.500, 0.27, 0.30, 0.28, 0.43, 5, 1.26, 0, 0, 103, 75, 80, 7.28, 7.77, -0.49, 0.98, 0.52, 0.49, 1.02, 4.37, 4.37, 1.67, 1.78 
Jamie Birtwistle, 4, 2, 2, 0, 0.500, 0.43, 0.19, 0.23, 0.60, 2, 0.69, 0, 0, 29, 26, 21, 8.97, 7.24, 1.72, 1.31, 0.38, 0.38, 1.15, 4.83, 4.48, 1.86, 1.62 
Kjetil Bjoerke, 9, 1, 8, 0, 0.111, 0.24, 0.56, 0.14, 0.47, 3, 0.65, 0, 0.0, 62, 36, 74, 5.81, 11.94, -6.13, 0.73, 1.10, 0.29, 1.38, 2.90, 6.45, 2.00, 1.85 
Pier-Olivier Blain, 4, 0, 4, 0, 0.000, 0.00, 0.33, 0.08, 0.38, 1, 1.67, 0, 0, 24, 8, 30, 3.33, 12.50, -9.17, 0.58, 0.67, 0.08, 1.83, 3.33, 5.00, 1.00, 2.50 
Trevor Bonot, 5, 3, 2, 0, 0.600, 0.27, 0.24, 0.24, 0.33, 2, 2.14, 0, 0, 42, 24, 32, 5.71, 7.62, -1.90, 1.00, 0.41, 0.28, 1.00, 4.05, 3.81, 1.41, 2.00 
Gregory Bornais, 12, 5, 6, 1, 0.455, 0.33, 0.21, 0.36, 0.40, 5, 0.59, 0, 0, 85, 58, 69, 6.82, 8.12, -1.29, 0.97, 0.37, 0.45, 1.17, 4.94, 4.47, 1.38, 1.82 
Brendan Bottcher, 66, 42, 24, 0, 0.636, 0.45, 0.12, 0.20, 0.54, 40, 1.75, 0.5, 0.0, 519, 391, 306, 7.53, 5.90, 1.64, 1.26, 0.17, 0.30, 0.97, 4.47, 3.78, 1.69, 1.56 
Julian Bowling, 5, 0, 5, 0, 0.000, 0.09, 0.50, 0.07, 0.36, 1, 0.26, 0, 0, 39, 14, 53, 3.59, 13.59, -10.00, 0.54, 0.83, 0.07, 2.20, 3.08, 6.67, 1.17, 2.04 
Mathias Braenden, 5, 1, 4, 0, 0.200, 0.28, 0.37, 0.22, 0.17, 1, 0.81, 0, 0, 37, 24, 39, 6.49, 10.54, -4.05, 0.95, 0.53, 0.33, 1.61, 4.05, 5.14, 1.60, 2.05 
Stuart Brand, 4, 0, 4, 0, 0.000, 0.13, 0.26, 0.25, 0.46, 3, 1.28, 0, 0, 39, 19, 32, 4.87, 8.21, -3.33, 0.68, 0.26, 0.30, 1.35, 4.10, 4.62, 1.19, 1.78 
Zachary Brenden, 14, 4, 10, 0, 0.286, 0.34, 0.39, 0.21, 0.43, 3, 0.58, 0, 0, 120, 81, 115, 6.75, 9.58, -2.83, 1.03, 0.64, 0.27, 1.32, 4.00, 5.42, 1.69, 1.77 
Jed Brundidge, 37, 10, 27, 0, 0.270, 0.27, 0.36, 0.20, 0.47, 8, 0.80, 0, 0.0, 261, 166, 244, 6.36, 9.35, -2.99, 1.00, 0.56, 0.23, 1.36, 4.02, 5.17, 1.58, 1.81 
Jed Brundidge, 5, 3, 2, 0, 0.600, 0.40, 0.20, 0.26, 0.46, 0, 1.05, 0, 0, 38, 27, 27, 7.11, 7.11, 0.00, 1.33, 0.27, 0.30, 1.00, 4.74, 4.21, 1.50, 1.69 
Carter Bryant, 5, 2, 3, 0, 0.400, 0.20, 0.17, 0.37, 0.45, 3, 1.08, 0, 0, 37, 24, 25, 6.49, 6.76, -0.27, 0.89, 0.28, 0.42, 1.05, 5.14, 3.78, 1.26, 1.79 
Cameron Bryce, 40, 20, 20, 0, 0.500, 0.38, 0.22, 0.25, 0.56, 9, 1.03, 0, 0.0, 281, 229, 196, 8.15, 6.98, 1.17, 1.19, 0.28, 0.49, 1.05, 4.66, 4.31, 1.75, 1.62 
Josh Bryden, 15, 8, 7, 0, 0.533, 0.37, 0.28, 0.28, 0.44, 11, 1.71, 0, 0, 117, 83, 81, 7.09, 6.92, 0.17, 1.05, 0.37, 0.35, 1.04, 4.10, 4.19, 1.73, 1.65 
Aleksandr Burdakov, 5, 1, 4, 0, 0.200, 0.32, 0.35, 0.13, 0.43, 1, 0.28, 0, 0, 36, 22, 33, 6.11, 9.17, -3.06, 1.00, 0.45, 0.13, 1.50, 3.89, 5.83, 1.57, 1.57 
Dallas Burgess, 13, 4, 9, 0, 0.308, 0.28, 0.22, 0.24, 0.44, 7, 1.02, 0, 0, 118, 87, 87, 7.37, 7.37, 0.00, 0.98, 0.22, 0.48, 1.28, 4.58, 4.41, 1.61, 1.67 
Kinley Burton, 4, 1, 3, 0, 0.250, 0.29, 0.33, 0.20, 0.64, 4, 1.39, 0, 0, 36, 19, 30, 5.28, 8.33, -3.06, 0.76, 0.62, 0.20, 1.13, 3.61, 5.00, 1.46, 1.67 
Lance Bussieres, 2, 0, 2, 0, 0.000, 0.20, 0.42, 0.38, 0.60, 2, 1.00, 0, 0, 20, 13, 15, 6.50, 7.50, -1.00, 0.67, 0.67, 0.63, 0.88, 4.00, 5.00, 1.63, 1.50 
Ted Butler, 10, 5, 5, 0, 0.500, 0.41, 0.35, 0.24, 0.64, 0, 0.85, 0, 0, 71, 63, 46, 8.87, 6.48, 2.39, 1.35, 0.35, 0.46, 0.92, 4.37, 4.79, 2.03, 1.35 
Alen Cadez, 8, 4, 4, 0, 0.500, 0.34, 0.32, 0.29, 0.37, 2, 0.81, 0, 0, 62, 47, 56, 7.58, 9.03, -1.45, 1.10, 0.55, 0.42, 1.26, 4.52, 4.68, 1.68, 1.93 
Braden Calvert, 51, 29, 22, 0, 0.569, 0.38, 0.25, 0.27, 0.53, 29, 1.55, 1.0, 0.0, 380, 281, 232, 7.39, 6.11, 1.29, 1.10, 0.32, 0.38, 0.90, 4.32, 4.13, 1.71, 1.48 
Mac Calwell, 11, 3, 8, 0, 0.273, 0.27, 0.28, 0.19, 0.58, 6, 1.25, 0, 0.0, 80, 46, 53, 5.75, 6.63, -0.88, 0.88, 0.33, 0.22, 1.05, 4.00, 4.75, 1.44, 1.39 
Gavin Cameron, 8, 1, 7, 0, 0.125, 0.20, 0.42, 0.27, 0.45, 1, 0.43, 0, 0, 69, 40, 68, 5.80, 9.86, -4.06, 0.81, 0.72, 0.33, 1.27, 4.20, 5.36, 1.38, 1.84 
Jason Camm, 49, 23, 26, 0, 0.469, 0.30, 0.27, 0.23, 0.50, 17, 0.97, 0.0, 0, 360, 244, 279, 6.78, 7.75, -0.97, 1.03, 0.42, 0.31, 1.14, 4.33, 4.69, 1.56, 1.65 
Orrin Carson, 9, 6, 3, 0, 0.667, 0.42, 0.14, 0.33, 0.38, 3, 1.82, 0, 0, 77, 61, 45, 7.92, 5.84, 2.08, 1.38, 0.21, 0.44, 0.81, 4.94, 3.25, 1.61, 1.80 
Michael Carss, 42, 20, 22, 0, 0.476, 0.31, 0.29, 0.25, 0.54, 10, 0.82, 0, 0, 304, 209, 234, 6.88, 7.70, -0.82, 1.02, 0.46, 0.36, 1.08, 4.44, 4.74, 1.55, 1.63 
Daniel Casper, 52, 32, 20, 0, 0.615, 0.37, 0.24, 0.34, 0.50, 33, 1.14, 0, 0, 405, 331, 278, 8.17, 6.86, 1.31, 1.05, 0.36, 0.58, 1.03, 4.74, 4.12, 1.72, 1.66 
Nicholas Cenzalli, 6, 2, 4, 0, 0.333, 0.48, 0.21, 0.28, 0.45, 1, 0.71, 0, 0, 56, 41, 47, 7.32, 8.39, -1.07, 1.29, 0.50, 0.31, 1.09, 4.82, 4.46, 1.52, 1.88 
Vitek Chabicovsky, 5, 3, 2, 0, 0.600, 0.31, 0.18, 0.24, 0.58, 6, 1.79, 0, 0, 39, 26, 21, 6.67, 5.38, 1.28, 0.82, 0.18, 0.47, 1.00, 4.10, 4.10, 1.63, 1.31 
Corey Chambers, 38, 22, 16, 0, 0.579, 0.37, 0.15, 0.28, 0.54, 21, 2.02, 0, 0, 297, 209, 172, 7.04, 5.79, 1.25, 1.12, 0.26, 0.40, 0.81, 4.51, 3.47, 1.56, 1.67 
Alex Champ, 14, 7, 7, 0, 0.500, 0.35, 0.31, 0.31, 0.45, 3, 0.96, 1.0, 0, 104, 75, 79, 7.21, 7.60, -0.38, 1.06, 0.49, 0.42, 1.00, 4.62, 4.42, 1.56, 1.72 
Jason Chang, 6, 3, 3, 0, 0.500, 0.24, 0.36, 0.43, 0.50, 0, 0.00, 0, 0, 53, 42, 41, 7.92, 7.74, 0.19, 1.04, 0.44, 0.57, 1.07, 5.28, 4.72, 1.50, 1.64 
Joel Charbonneau, 4, 1, 3, 0, 0.250, 0.21, 0.29, 0.37, 0.25, 0, 0.00, 0, 0, 33, 26, 32, 7.88, 9.70, -1.82, 1.14, 0.29, 0.53, 1.47, 5.15, 4.85, 1.53, 2.00 
Andy Charles, 6, 1, 5, 0, 0.167, 0.24, 0.44, 0.05, 0.39, 1, 0.19, 0, 0, 53, 30, 62, 5.66, 11.70, -6.04, 0.82, 0.68, 0.11, 2.05, 3.58, 6.23, 1.58, 1.88 
Joseph Charles, 8, 1, 7, 0, 0.125, 0.23, 0.39, 0.10, 0.22, 3, 0.90, 0, 0, 67, 34, 80, 5.07, 11.94, -6.87, 0.79, 0.66, 0.14, 1.90, 3.43, 5.67, 1.48, 2.11 
Greg Cheal, 8, 3, 5, 0, 0.375, 0.30, 0.45, 0.27, 0.56, 2, 1.36, 0, 0, 59, 35, 42, 5.93, 7.12, -1.19, 0.90, 0.52, 0.30, 0.90, 3.73, 4.92, 1.59, 1.45 
Wonyeong Choi, 5, 3, 2, 0, 0.600, 0.42, 0.06, 0.44, 0.30, 4, 1.95, 0, 0, 41, 41, 20, 10.00, 4.88, 5.12, 1.31, 0.06, 0.80, 0.76, 5.37, 2.68, 1.86, 1.82 
Ethan Chung, 6, 3, 3, 0, 0.500, 0.36, 0.22, 0.30, 0.33, 1, 1.07, 0, 0, 56, 45, 40, 8.04, 7.14, 0.89, 1.35, 0.35, 0.42, 0.97, 4.82, 4.11, 1.67, 1.74 
Ryan Church, 8, 1, 7, 0, 0.125, 0.27, 0.41, 0.26, 0.46, 1, 0.82, 0, 0, 73, 44, 68, 6.03, 9.32, -3.29, 0.82, 0.62, 0.41, 1.21, 3.97, 5.21, 1.52, 1.79 
Richard Clark, 8, 3, 5, 0, 0.375, 0.25, 0.38, 0.31, 0.43, 2, 1.10, 0, 0, 73, 42, 61, 5.75, 8.36, -2.60, 0.82, 0.65, 0.36, 1.00, 4.25, 4.66, 1.35, 1.79 
Allen Coliban, 8, 4, 4, 0, 0.500, 0.29, 0.37, 0.50, 0.36, 3, 0.85, 0, 0, 59, 48, 44, 8.14, 7.46, 0.68, 0.85, 0.63, 0.78, 0.84, 5.08, 4.07, 1.60, 1.83 
Giacomo Colli, 10, 4, 6, 0, 0.400, 0.31, 0.21, 0.23, 0.42, 2, 0.95, 0, 0, 74, 50, 56, 6.76, 7.57, -0.81, 1.09, 0.24, 0.33, 1.20, 4.59, 4.46, 1.47, 1.70 
Giacomo Colli, 10, 4, 6, 0, 0.400, 0.31, 0.21, 0.23, 0.42, 2, 0.95, 0, 0, 74, 50, 56, 6.76, 7.57, -0.81, 1.09, 0.24, 0.33, 1.20, 4.59, 4.46, 1.47, 1.70 
Travis Colter, 20, 15, 5, 0, 0.750, 0.38, 0.21, 0.30, 0.55, 3, 0.61, 0, 0, 147, 129, 92, 8.78, 6.26, 2.52, 1.25, 0.27, 0.53, 0.96, 5.17, 4.22, 1.70, 1.48 
Rene Comeau, 11, 2, 9, 0, 0.182, 0.25, 0.40, 0.32, 0.37, 0, 0.12, 0, 0, 81, 54, 72, 6.67, 8.89, -2.22, 0.95, 0.50, 0.39, 1.27, 4.57, 5.31, 1.46, 1.67 
Nicholas Connolly, 7, 1, 6, 0, 0.143, 0.26, 0.32, 0.19, 0.43, 0, 0.32, 0, 0, 62, 37, 56, 5.97, 9.03, -3.06, 1.00, 0.45, 0.19, 1.35, 4.35, 5.32, 1.37, 1.70 
Patrick Connolly, 4, 0, 4, 0, 0.000, 0.18, 0.59, 0.00, 0.50, 0, 0.00, 0, 0, 25, 12, 35, 4.80, 14.00, -9.20, 0.71, 1.24, 0.00, 1.75, 2.80, 7.20, 1.71, 1.94 
Brandon Corbett, 14, 5, 9, 0, 0.357, 0.33, 0.45, 0.33, 0.69, 3, 0.30, 0, 0, 101, 72, 93, 7.13, 9.21, -2.08, 0.95, 0.83, 0.40, 1.05, 4.26, 5.45, 1.67, 1.69 
Beau Cornelson, 5, 0, 5, 0, 0.000, 0.44, 0.25, -0.06, 0.38, 2, 1.08, 0, 0, 37, 25, 37, 6.76, 10.00, -3.24, 1.25, 0.55, 0.00, 1.53, 3.24, 5.68, 2.08, 1.76 
Jim Cotter, 24, 16, 8, 0, 0.667, 0.41, 0.20, 0.34, 0.58, 13, 1.17, 0, 0, 180, 151, 110, 8.39, 6.11, 2.28, 1.09, 0.30, 0.59, 0.91, 4.94, 3.89, 1.70, 1.57 
Vincent Courteau, 3, 0, 3, 0, 0.000, 0.00, 0.50, 0.30, 0.60, 0, 1.11, 0, 0, 18, 7, 19, 3.89, 10.56, -6.67, 0.50, 1.13, 0.30, 1.00, 3.89, 5.00, 1.00, 2.11 
Andrew Cowell, 3, 0, 3, 0, 0.000, 0.18, 0.54, 0.00, 0.20, 2, 1.11, 0, 0, 18, 7, 24, 3.89, 13.33, -9.44, 0.54, 0.92, 0.00, 2.40, 2.22, 6.67, 1.75, 2.00 
James Craik, 70, 49, 21, 0, 0.700, 0.50, 0.16, 0.28, 0.58, 30, 1.21, 1.0, 0.3333333333333333, 554, 494, 324, 8.92, 5.85, 3.07, 1.39, 0.22, 0.46, 0.90, 4.84, 3.95, 1.84, 1.48 
Ross Craik, 8, 5, 3, 0, 0.625, 0.34, 0.28, 0.39, 0.33, 3, 0.77, 0, 0, 65, 56, 48, 8.62, 7.38, 1.23, 0.94, 0.38, 0.79, 1.09, 5.08, 4.15, 1.70, 1.78 
Bruno Crepeault, 4, 1, 3, 0, 0.250, 0.33, 0.56, 0.27, 0.75, 1, 0.37, 0, 0, 27, 23, 32, 8.52, 11.85, -3.33, 1.19, 1.25, 0.36, 1.09, 3.33, 6.30, 2.56, 1.88 
Warren Cross, 35, 16, 19, 0, 0.457, 0.32, 0.26, 0.25, 0.42, 16, 1.29, 0, 0, 249, 168, 185, 6.75, 7.43, -0.68, 0.98, 0.40, 0.36, 1.09, 4.34, 4.38, 1.56, 1.70 
Dan Crouse, 8, 2, 6, 0, 0.250, 0.28, 0.29, 0.19, 0.38, 2, 0.48, 0, 0.0, 62, 40, 62, 6.45, 10.00, -3.55, 1.03, 0.45, 0.26, 1.55, 4.19, 5.32, 1.54, 1.88 
Paul Cseke, 30, 18, 12, 0, 0.600, 0.41, 0.22, 0.27, 0.51, 7, 0.86, 0, 0.0, 220, 180, 150, 8.18, 6.82, 1.36, 1.31, 0.29, 0.41, 1.00, 4.68, 4.45, 1.75, 1.53 
Jure Culic, 21, 12, 9, 0, 0.571, 0.39, 0.26, 0.34, 0.44, 7, 1.04, 0, 1.0, 164, 146, 112, 8.90, 6.83, 2.07, 1.30, 0.33, 0.53, 0.99, 4.82, 4.15, 1.85, 1.65 
Kristof Czermann, 9, 3, 6, 0, 0.333, 0.27, 0.34, 0.32, 0.41, 2, 0.82, 1.0, 0, 73, 49, 56, 6.71, 7.67, -0.96, 0.97, 0.43, 0.39, 1.08, 4.52, 4.66, 1.48, 1.65 
Michael Dahms, 19, 3, 16, 0, 0.158, 0.10, 0.44, 0.19, 0.33, 7, 1.24, 0, 0, 129, 56, 131, 4.34, 10.16, -5.81, 0.60, 0.76, 0.24, 1.32, 3.33, 5.43, 1.30, 1.87 
Rajan Dalrymple, 8, 0, 8, 0, 0.000, 0.18, 0.43, 0.09, 0.39, 3, 1.30, 0, 0.0, 69, 29, 76, 4.20, 11.01, -6.81, 0.68, 0.81, 0.13, 1.44, 3.04, 5.65, 1.38, 1.95 
Neil Dangerfield, 24, 9, 15, 0, 0.375, 0.23, 0.26, 0.29, 0.45, 8, 0.83, 1.0, 0.0, 180, 110, 144, 6.11, 8.00, -1.89, 0.90, 0.36, 0.35, 1.20, 4.61, 4.56, 1.33, 1.76 
Claude DaPrato, 3, 0, 3, 0, 0.000, 0.00, 0.33, 0.00, 0.56, 1, 0.48, 0, 0, 21, 7, 27, 3.33, 12.86, -9.52, 0.58, 0.50, 0.00, 2.33, 3.33, 6.19, 1.00, 2.08 
Robert Daudet, 2, 0, 2, 0, 0.000, 0.17, 0.33, 0.00, 0.60, 3, 2.67, 0, 0, 15, 4, 15, 2.67, 10.00, -7.33, 0.44, 0.67, 0.00, 1.50, 2.00, 5.33, 1.33, 1.88 
Flemming Davanger, 5, 2, 3, 0, 0.400, 0.33, 0.13, 0.30, 0.23, 0, 0.29, 0, 0.0, 35, 33, 31, 9.43, 8.86, 0.57, 1.47, 0.13, 0.55, 1.45, 5.43, 4.29, 1.74, 2.07 
Zach Davies, 4, 1, 3, 0, 0.250, 0.50, 0.29, 0.33, 0.10, 3, 1.43, 0, 0, 35, 26, 30, 7.43, 8.57, -1.14, 1.12, 0.53, 0.39, 1.17, 4.29, 4.29, 1.73, 2.00 
Peter De Cruz, 61, 37, 24, 0, 0.607, 0.37, 0.14, 0.19, 0.51, 50, 1.68, 1.0, 0.0, 493, 349, 296, 7.08, 6.00, 1.08, 1.07, 0.18, 0.31, 1.06, 4.38, 3.94, 1.62, 1.53 
Cameron de Jong, 28, 13, 15, 0, 0.464, 0.35, 0.29, 0.26, 0.49, 8, 1.04, 0, 0, 202, 152, 150, 7.52, 7.43, 0.10, 1.11, 0.43, 0.41, 1.04, 4.41, 4.55, 1.71, 1.63 
Connor Deane, 26, 17, 9, 0, 0.654, 0.44, 0.25, 0.29, 0.68, 9, 1.17, 0, 0, 222, 185, 128, 8.33, 5.77, 2.57, 1.19, 0.31, 0.52, 0.81, 4.59, 4.23, 1.81, 1.36 
Ryan Deis, 52, 27, 25, 0, 0.519, 0.30, 0.25, 0.26, 0.51, 27, 1.07, 0, 1.0, 375, 261, 264, 6.96, 7.04, -0.08, 0.94, 0.35, 0.41, 1.11, 4.48, 4.45, 1.55, 1.58 
D'arcy Delorey, 8, 3, 5, 0, 0.375, 0.33, 0.31, 0.42, 0.24, 2, 0.92, 0, 0, 65, 57, 53, 8.77, 8.15, 0.62, 1.14, 0.55, 0.67, 1.03, 5.08, 4.00, 1.73, 2.04 
Daniel Deng, 5, 2, 3, 0, 0.400, 0.11, 0.15, 0.30, 0.38, 2, 1.70, 0, 0, 47, 31, 32, 6.60, 6.81, -0.21, 0.95, 0.35, 0.44, 0.93, 4.89, 3.40, 1.35, 2.00 
Robert Desjardins, 38, 22, 16, 0, 0.579, 0.34, 0.20, 0.24, 0.54, 15, 0.99, 0, 0, 274, 197, 203, 7.19, 7.41, -0.22, 1.12, 0.33, 0.29, 1.17, 4.74, 4.27, 1.52, 1.74 
Paul Dexter, 15, 5, 10, 0, 0.333, 0.26, 0.25, 0.14, 0.54, 2, 0.55, 0, 0, 109, 72, 86, 6.61, 7.89, -1.28, 1.03, 0.34, 0.22, 1.32, 4.50, 4.95, 1.47, 1.59 
