Team, GamesPlayed, Wins, Losses, Ties, PCT, HammerEfficiency, StealDefence, StealEfficiency, ForceEfficiency, BlankEnds, BlankEnds/Game, ExtraEndHammer, ExtraEndSteal, Ends, PointsFor, PointsAgainst, PointsFor/Game, PointsAgainst/Game, AvgDiff, HammerPF/E, HammerPA/E, NoHammerPF/E, NoHammerPA/E, EndsFor/Game, EndsAgainst/Game, PointsFor/End, PointsAgainst/End 
Travis Bale, 10, 2, 8, 0, 0.200, 0.29, 0.32, 0.16, 0.50, 6, 1.76, 0.0, 0, 85, 49, 68, 5.76, 8.00, -2.24, 0.95, 0.46, 0.23, 1.11, 3.41, 4.82, 1.69, 1.66 
Greg Balsdon, 16, 10, 6, 0, 0.625, 0.35, 0.22, 0.24, 0.57, 9, 1.51, 0, 0, 126, 90, 74, 7.14, 5.87, 1.27, 1.08, 0.30, 0.34, 0.89, 4.44, 4.05, 1.61, 1.45 
Christian Bangerter, 18, 4, 14, 0, 0.222, 0.25, 0.34, 0.24, 0.39, 11, 1.12, 0, 0, 125, 81, 108, 6.48, 8.64, -2.16, 0.80, 0.54, 0.44, 1.30, 3.92, 4.96, 1.65, 1.74 
Zane Bartlett, 8, 2, 6, 0, 0.250, 0.18, 0.35, 0.29, 0.48, 1, 0.29, 0, 0.0, 68, 43, 58, 6.32, 8.53, -2.21, 0.94, 0.53, 0.32, 1.18, 4.56, 5.15, 1.39, 1.66 
Mathieu Beaufort, 24, 12, 12, 0, 0.500, 0.34, 0.35, 0.28, 0.53, 4, 0.93, 0, 0, 172, 127, 132, 7.38, 7.67, -0.29, 1.05, 0.55, 0.44, 0.98, 4.42, 4.65, 1.67, 1.65 
Kaiden Beck, 17, 6, 11, 0, 0.353, 0.20, 0.37, 0.33, 0.35, 5, 0.45, 0, 0, 110, 84, 104, 7.64, 9.45, -1.82, 0.98, 0.59, 0.51, 1.35, 4.45, 5.09, 1.71, 1.86 
Peter Becker, 6, 1, 5, 0, 0.167, 0.23, 0.41, 0.19, 0.38, 0, 0.23, 0, 0, 43, 23, 49, 5.35, 11.40, -6.05, 0.82, 0.59, 0.24, 1.71, 3.95, 5.81, 1.35, 1.96 
Sean Becker, 9, 7, 2, 0, 0.778, 0.36, 0.28, 0.53, 0.59, 0, 0.16, 0, 1.0, 63, 76, 36, 12.06, 5.71, 6.35, 1.52, 0.36, 1.00, 0.71, 6.03, 3.81, 2.00, 1.50 
William Becker, 22, 13, 9, 0, 0.591, 0.34, 0.37, 0.40, 0.44, 6, 0.46, 0, 0, 153, 129, 123, 8.43, 8.04, 0.39, 1.02, 0.63, 0.63, 1.01, 4.84, 4.71, 1.74, 1.71 
Adam Bedard, 8, 1, 7, 0, 0.125, 0.33, 0.45, 0.20, 0.32, 2, 0.56, 0, 0, 54, 32, 60, 5.93, 11.11, -5.19, 0.86, 0.72, 0.28, 1.56, 3.52, 5.93, 1.68, 1.88 
Patrick Bedard, 8, 3, 5, 0, 0.375, 0.23, 0.27, 0.12, 0.71, 0, 0.18, 0, 0, 55, 36, 49, 6.55, 8.91, -2.36, 1.07, 0.47, 0.16, 1.40, 4.55, 5.27, 1.44, 1.69 
Sylvain Bellavance, 11, 7, 4, 0, 0.636, 0.38, 0.33, 0.36, 0.55, 2, 0.69, 0, 0, 72, 65, 50, 9.03, 6.94, 2.08, 1.17, 0.50, 0.64, 0.89, 4.86, 4.44, 1.86, 1.56 
Dave Belway, 21, 9, 12, 0, 0.429, 0.35, 0.31, 0.28, 0.42, 3, 0.71, 0, 0, 140, 109, 107, 7.79, 7.64, 0.14, 1.09, 0.41, 0.49, 1.10, 4.57, 4.71, 1.70, 1.62 
Jeff Berg, 24, 4, 20, 0, 0.167, 0.22, 0.34, 0.19, 0.42, 6, 0.98, 0, 0, 163, 93, 155, 5.71, 9.51, -3.80, 0.81, 0.58, 0.34, 1.31, 3.87, 5.15, 1.48, 1.85 
Daymond Bernath, 53, 24, 29, 0, 0.453, 0.31, 0.29, 0.27, 0.43, 20, 1.15, 0, 0, 382, 260, 290, 6.81, 7.59, -0.79, 1.01, 0.42, 0.35, 1.10, 4.40, 4.45, 1.55, 1.71 
Roger Bertrand, 13, 5, 8, 0, 0.385, 0.30, 0.32, 0.28, 0.47, 4, 0.85, 0, 0, 94, 65, 77, 6.91, 8.19, -1.28, 0.96, 0.51, 0.43, 1.13, 4.36, 4.79, 1.59, 1.71 
Paulo Bienvenue, 4, 0, 4, 0, 0.000, 0.17, 0.54, 0.09, 0.29, 1, 1.67, 0, 0, 24, 9, 26, 3.75, 10.83, -7.08, 0.54, 0.85, 0.18, 1.36, 2.50, 5.83, 1.50, 1.86 
Kjetil Bjoerke, 8, 1, 7, 0, 0.125, 0.08, 0.54, 0.42, 0.46, 1, 0.40, 0, 0, 50, 26, 52, 5.20, 10.40, -5.20, 0.50, 0.92, 0.54, 1.17, 4.20, 5.40, 1.24, 1.93 
Bill Blad, 6, 2, 4, 0, 0.333, 0.24, 0.48, 0.33, 0.46, 2, 0.68, 0, 0, 44, 24, 37, 5.45, 8.41, -2.95, 0.74, 0.70, 0.33, 1.00, 3.86, 5.45, 1.41, 1.54 
Pier-Olivier Blain, 4, 1, 3, 0, 0.250, 0.21, 0.50, 0.36, 0.43, 0, 0.00, 0, 0, 25, 16, 29, 6.40, 11.60, -5.20, 0.71, 0.79, 0.55, 1.64, 4.40, 5.60, 1.45, 2.07 
Trevor Bonot, 57, 39, 18, 0, 0.684, 0.39, 0.19, 0.33, 0.53, 38, 1.45, 0.0, 0.0, 434, 344, 250, 7.93, 5.76, 2.17, 1.11, 0.27, 0.49, 0.87, 4.75, 3.80, 1.67, 1.52 
Normand Bornais, 19, 10, 9, 0, 0.526, 0.38, 0.23, 0.31, 0.54, 8, 0.76, 0, 0, 145, 113, 113, 7.79, 7.79, 0.00, 1.17, 0.37, 0.41, 1.18, 4.83, 4.41, 1.61, 1.77 
Brendan Bottcher, 74, 53, 21, 0, 0.716, 0.45, 0.11, 0.26, 0.61, 51, 1.72, 0, 0, 547, 445, 294, 8.14, 5.37, 2.76, 1.28, 0.13, 0.39, 0.91, 4.64, 3.64, 1.75, 1.48 
Lars Brauchli, 26, 5, 21, 0, 0.192, 0.19, 0.45, 0.15, 0.43, 7, 0.85, 1.0, 0, 177, 87, 172, 4.92, 9.72, -4.80, 0.68, 0.73, 0.24, 1.31, 3.39, 5.76, 1.45, 1.69 
Bryce Breen, 10, 3, 7, 0, 0.300, 0.19, 0.35, 0.37, 0.36, 0, 0.29, 0, 0, 69, 50, 66, 7.25, 9.57, -2.32, 0.94, 0.48, 0.55, 1.34, 4.93, 4.78, 1.47, 2.00 
Zachary Brenden, 14, 4, 10, 0, 0.286, 0.27, 0.37, 0.19, 0.52, 7, 0.88, 0, 0, 102, 64, 81, 6.27, 7.94, -1.67, 0.88, 0.47, 0.28, 1.23, 3.73, 5.39, 1.68, 1.47 
Ethan Brewster, 7, 2, 5, 0, 0.286, 0.15, 0.44, 0.20, 0.43, 5, 1.93, 0, 0, 57, 24, 53, 4.21, 9.30, -5.09, 0.53, 0.78, 0.28, 1.12, 3.16, 4.91, 1.33, 1.89 
Greg Bridges, 9, 4, 5, 0, 0.444, 0.23, 0.28, 0.37, 0.44, 3, 0.68, 0, 0, 59, 44, 51, 7.46, 8.64, -1.19, 0.93, 0.45, 0.57, 1.27, 4.92, 4.41, 1.52, 1.96 
Jed Brundidge, 26, 8, 18, 0, 0.308, 0.23, 0.43, 0.26, 0.40, 5, 0.57, 0, 0, 159, 101, 176, 6.35, 11.07, -4.72, 0.83, 0.85, 0.41, 1.41, 3.96, 5.47, 1.60, 2.02 
Michael Brunner, 90, 55, 35, 0, 0.611, 0.33, 0.25, 0.28, 0.52, 39, 1.29, 0.75, 0, 643, 476, 404, 7.40, 6.28, 1.12, 1.06, 0.31, 0.42, 0.94, 4.53, 4.18, 1.64, 1.50 
Carter Bryant, 35, 15, 20, 0, 0.429, 0.29, 0.31, 0.32, 0.45, 7, 0.97, 0, 0, 226, 163, 172, 7.21, 7.61, -0.40, 1.02, 0.48, 0.44, 1.03, 4.65, 4.38, 1.55, 1.74 
Cameron Bryce, 4, 1, 3, 0, 0.250, 0.22, 0.18, 0.33, 0.44, 2, 1.15, 0, 0, 26, 18, 20, 6.92, 7.69, -0.77, 0.82, 0.27, 0.60, 1.13, 4.62, 4.23, 1.50, 1.82 
Josh Bryden, 34, 22, 12, 0, 0.647, 0.35, 0.21, 0.32, 0.49, 13, 1.09, 1.0, 1.0, 284, 223, 181, 7.85, 6.37, 1.48, 1.14, 0.28, 0.49, 0.94, 4.89, 4.01, 1.60, 1.59 
Bryan Burgess, 29, 13, 16, 0, 0.448, 0.28, 0.31, 0.30, 0.54, 17, 1.29, 1.0, 0.0, 217, 145, 156, 6.68, 7.19, -0.51, 0.87, 0.44, 0.46, 1.02, 4.19, 4.52, 1.59, 1.59 
Kinley Burton, 16, 6, 10, 0, 0.375, 0.36, 0.32, 0.26, 0.53, 2, 0.53, 0, 0, 131, 99, 106, 7.56, 8.09, -0.53, 1.13, 0.49, 0.41, 1.10, 4.50, 4.96, 1.68, 1.63 
Loris Caccivio, 10, 3, 7, 0, 0.300, 0.27, 0.33, 0.13, 0.37, 3, 1.59, 0, 0, 63, 38, 60, 6.03, 9.52, -3.49, 0.97, 0.45, 0.20, 1.50, 3.65, 4.76, 1.65, 2.00 
Mike Callaghan, 3, 0, 3, 0, 0.000, 0.09, 0.64, 0.13, 0.67, 0, 0.53, 0, 0, 19, 6, 21, 3.16, 11.05, -7.89, 0.45, 1.09, 0.13, 1.13, 2.63, 6.84, 1.20, 1.62 
Braden Calvert, 52, 35, 17, 0, 0.673, 0.42, 0.17, 0.29, 0.51, 24, 1.24, 0, 0, 330, 275, 207, 8.33, 6.27, 2.06, 1.22, 0.22, 0.43, 1.05, 4.91, 3.85, 1.70, 1.63 
Oscar Cao, 6, 1, 5, 0, 0.167, 0.08, 0.58, 0.28, 0.38, 0, 0.00, 0, 0, 42, 22, 52, 5.24, 12.38, -7.14, 0.50, 1.21, 0.56, 1.28, 3.57, 6.43, 1.47, 1.93 
Reid Carruthers, 71, 43, 28, 0, 0.606, 0.40, 0.19, 0.24, 0.57, 57, 1.67, 1.0, 0, 556, 402, 341, 7.23, 6.13, 1.10, 1.07, 0.26, 0.36, 0.99, 4.30, 4.03, 1.68, 1.52 
Orrin Carson, 44, 21, 23, 0, 0.477, 0.42, 0.23, 0.23, 0.48, 15, 1.17, 0.5, 0, 350, 270, 256, 7.71, 7.31, 0.40, 1.21, 0.36, 0.36, 1.08, 4.49, 4.34, 1.72, 1.68 
Michael Carss, 17, 5, 12, 0, 0.294, 0.22, 0.38, 0.22, 0.34, 2, 0.37, 0, 0, 137, 85, 138, 6.20, 10.07, -3.87, 0.84, 0.58, 0.40, 1.44, 4.09, 5.55, 1.52, 1.82 
Daniel Casper, 63, 42, 21, 0, 0.667, 0.43, 0.18, 0.33, 0.57, 20, 0.84, 0.0, 0, 440, 380, 284, 8.64, 6.45, 2.18, 1.28, 0.27, 0.51, 0.97, 5.11, 4.05, 1.69, 1.60 
Nicholas Cenzalli, 13, 9, 4, 0, 0.692, 0.33, 0.21, 0.31, 0.46, 6, 1.05, 0.0, 0, 114, 86, 75, 7.54, 6.58, 0.96, 1.08, 0.25, 0.48, 1.00, 4.74, 4.21, 1.59, 1.56 
Jakub Cervenka, 5, 0, 5, 0, 0.000, 0.10, 0.65, 0.00, 0.33, 0, 0.33, 0, 0, 30, 10, 42, 3.33, 14.00, -10.67, 0.50, 1.25, 0.00, 1.70, 2.33, 7.33, 1.43, 1.91 
Vitek Chabicovsky, 21, 11, 10, 0, 0.524, 0.29, 0.39, 0.41, 0.53, 3, 0.50, 0, 0, 140, 129, 107, 9.21, 7.64, 1.57, 1.02, 0.61, 0.84, 0.91, 4.79, 4.71, 1.93, 1.62 
Alex Champ, 42, 19, 23, 0, 0.452, 0.30, 0.24, 0.24, 0.46, 16, 1.20, 0, 0, 308, 201, 234, 6.53, 7.60, -1.07, 1.00, 0.41, 0.34, 1.08, 4.35, 4.45, 1.50, 1.71 
Jordan Chandler, 27, 12, 15, 0, 0.444, 0.30, 0.24, 0.26, 0.42, 9, 0.88, 0, 0, 181, 127, 152, 7.02, 8.40, -1.38, 1.11, 0.42, 0.31, 1.24, 4.53, 4.59, 1.55, 1.83 
Jason Chang, 9, 7, 2, 0, 0.778, 0.44, 0.37, 0.35, 0.50, 1, 0.64, 0, 0, 78, 79, 60, 10.13, 7.69, 2.44, 1.49, 0.51, 0.63, 0.98, 4.62, 4.74, 2.19, 1.62 
Mark Clarke, 3, 0, 3, 0, 0.000, 0.00, 0.69, 0.00, 0.67, 2, 1.25, 0, 0, 16, 2, 18, 1.25, 11.25, -10.00, 0.15, 1.00, 0.00, 1.67, 1.25, 7.50, 1.00, 1.50 
Bryan Cochrane, 9, 4, 5, 0, 0.444, 0.36, 0.26, 0.34, 0.37, 1, 0.19, 0, 0, 52, 48, 43, 9.23, 8.27, 0.96, 1.17, 0.30, 0.72, 1.24, 5.00, 4.81, 1.85, 1.72 
Giacomo Colli, 41, 17, 24, 0, 0.415, 0.30, 0.26, 0.27, 0.38, 13, 0.96, 0, 0, 282, 210, 231, 7.45, 8.19, -0.74, 1.07, 0.41, 0.45, 1.19, 4.50, 4.54, 1.65, 1.80 
Rene Comeau, 31, 15, 16, 0, 0.484, 0.33, 0.26, 0.36, 0.42, 10, 0.82, 0, 0, 232, 184, 170, 7.93, 7.33, 0.60, 1.04, 0.36, 0.55, 1.08, 5.04, 4.14, 1.57, 1.77 
Nicholas Connolly, 35, 17, 18, 0, 0.486, 0.24, 0.37, 0.36, 0.32, 12, 0.78, 0, 0, 244, 165, 211, 6.76, 8.65, -1.89, 0.83, 0.55, 0.52, 1.20, 4.47, 4.75, 1.51, 1.82 
Denis Cordick, 5, 0, 5, 0, 0.000, 0.19, 0.53, 0.25, 0.33, 1, 0.34, 0, 0, 29, 14, 36, 4.83, 12.41, -7.59, 0.65, 0.88, 0.25, 1.75, 3.45, 6.21, 1.40, 2.00 
Wes Craig, 19, 10, 9, 0, 0.526, 0.34, 0.29, 0.25, 0.56, 4, 0.69, 0, 0, 144, 108, 110, 7.50, 7.64, -0.14, 1.07, 0.44, 0.43, 1.08, 4.51, 4.79, 1.66, 1.59 
James Craik, 71, 42, 29, 0, 0.592, 0.37, 0.21, 0.29, 0.58, 24, 1.13, 1.0, 0.25, 523, 414, 329, 7.92, 6.29, 1.63, 1.18, 0.31, 0.44, 0.92, 4.78, 4.09, 1.66, 1.54 
Ross Craik, 41, 16, 25, 0, 0.390, 0.30, 0.29, 0.27, 0.50, 12, 0.90, 1.0, 0.0, 311, 203, 248, 6.53, 7.97, -1.45, 0.97, 0.43, 0.35, 1.14, 4.41, 4.69, 1.48, 1.70 
Paul Cseke, 26, 13, 13, 0, 0.500, 0.38, 0.24, 0.24, 0.59, 7, 0.68, 0, 0, 205, 160, 149, 7.80, 7.27, 0.54, 1.18, 0.31, 0.39, 1.14, 4.68, 4.63, 1.67, 1.57 
Kristof Czermann, 12, 2, 10, 0, 0.167, 0.31, 0.35, 0.19, 0.31, 3, 0.64, 0, 0, 94, 61, 95, 6.49, 10.11, -3.62, 0.98, 0.59, 0.26, 1.51, 4.04, 5.32, 1.61, 1.90 
Isaiah Dalton, 4, 0, 4, 0, 0.000, 0.07, 0.40, 0.10, 0.33, 0, 0.00, 0, 0, 25, 11, 33, 4.40, 13.20, -8.80, 0.67, 0.67, 0.10, 2.30, 4.00, 6.00, 1.10, 2.20 
Neil Dangerfield, 7, 2, 5, 0, 0.286, 0.23, 0.31, 0.24, 0.39, 0, 0.20, 0, 0, 51, 36, 46, 7.06, 9.02, -1.96, 1.04, 0.35, 0.36, 1.48, 4.71, 5.10, 1.50, 1.77 
Zach Davies, 4, 1, 3, 0, 0.250, 0.09, 0.38, 0.36, 0.25, 2, 1.11, 0, 0, 27, 13, 21, 4.81, 7.78, -2.96, 0.62, 0.46, 0.36, 1.07, 4.07, 4.81, 1.18, 1.62 
Peter De Boer, 8, 5, 3, 0, 0.625, 0.27, 0.25, 0.45, 0.71, 2, 0.91, 0.5, 0, 55, 51, 30, 9.27, 5.45, 3.82, 1.13, 0.42, 0.77, 0.65, 5.45, 3.64, 1.70, 1.50 
Cameron de Jong, 32, 18, 14, 0, 0.563, 0.37, 0.21, 0.25, 0.53, 14, 1.15, 1.0, 0, 252, 186, 172, 7.38, 6.83, 0.56, 1.13, 0.30, 0.37, 1.04, 4.56, 4.29, 1.62, 1.59 
Nicholas Deagle, 4, 1, 3, 0, 0.250, 0.27, 0.50, 0.33, 0.43, 1, 1.48, 0, 0, 27, 17, 27, 6.30, 10.00, -3.70, 0.75, 1.17, 0.53, 0.87, 3.70, 4.81, 1.70, 2.08 
Carl deConinck Smith, 10, 2, 8, 0, 0.200, 0.29, 0.27, 0.18, 0.43, 2, 0.83, 0, 0, 72, 47, 63, 6.53, 8.75, -2.22, 1.00, 0.36, 0.36, 1.31, 4.03, 5.14, 1.62, 1.70 
Daniel Deng, 20, 10, 10, 0, 0.500, 0.42, 0.29, 0.21, 0.45, 4, 0.99, 1.0, 0, 162, 128, 124, 7.90, 7.65, 0.25, 1.31, 0.47, 0.32, 1.04, 4.26, 4.75, 1.86, 1.61 
Dylan Derksen, 22, 11, 11, 0, 0.500, 0.35, 0.26, 0.26, 0.43, 7, 0.77, 1.0, 0, 168, 124, 132, 7.38, 7.86, -0.48, 1.13, 0.39, 0.35, 1.18, 4.58, 4.64, 1.61, 1.69 
Dayna Deruelle, 23, 12, 11, 0, 0.522, 0.39, 0.28, 0.25, 0.43, 2, 0.39, 0, 0, 154, 120, 131, 7.79, 8.51, -0.71, 1.22, 0.35, 0.38, 1.31, 4.61, 5.00, 1.69, 1.70 
Robert Desjardins, 41, 24, 17, 0, 0.585, 0.38, 0.29, 0.29, 0.52, 12, 1.09, 0, 0, 284, 235, 206, 8.27, 7.25, 1.02, 1.22, 0.42, 0.47, 1.00, 4.47, 4.44, 1.85, 1.63 
Ian Dickie, 19, 9, 10, 0, 0.474, 0.39, 0.25, 0.36, 0.60, 5, 0.67, 0, 0, 134, 112, 87, 8.36, 6.49, 1.87, 1.18, 0.34, 0.55, 0.90, 5.00, 4.33, 1.67, 1.50 
Sonny DiFranco, 12, 4, 8, 0, 0.333, 0.30, 0.28, 0.23, 0.45, 2, 0.92, 0, 0.0, 98, 67, 78, 6.84, 7.96, -1.12, 0.98, 0.41, 0.42, 1.13, 4.39, 4.69, 1.56, 1.70 
Jacob Dobson, 14, 8, 6, 0, 0.571, 0.40, 0.23, 0.26, 0.58, 5, 0.67, 0, 0, 119, 90, 88, 7.56, 7.40, 0.17, 1.23, 0.28, 0.32, 1.16, 4.62, 4.71, 1.64, 1.57 
Elliot Douglas, 3, 0, 3, 0, 0.000, 0.20, 0.50, 0.20, 0.38, 0, 0.00, 0, 0, 20, 11, 30, 5.50, 15.00, -9.50, 0.70, 1.00, 0.40, 2.00, 3.50, 6.50, 1.57, 2.31 
Ghislain Doyon, 6, 4, 2, 0, 0.667, 0.47, 0.19, 0.40, 0.67, 2, 0.49, 0, 0, 41, 45, 25, 10.98, 6.10, 4.88, 1.38, 0.33, 0.80, 0.90, 5.61, 3.90, 1.96, 1.56 
Matthew Drewitz, 30, 13, 17, 0, 0.433, 0.28, 0.30, 0.29, 0.46, 16, 1.13, 0, 0.0, 231, 167, 167, 7.23, 7.23, 0.00, 0.92, 0.40, 0.51, 1.06, 4.33, 4.55, 1.67, 1.59 
Korey Dropkin, 64, 33, 31, 0, 0.516, 0.41, 0.17, 0.25, 0.49, 44, 1.53, 0.0, 0.0, 476, 361, 311, 7.58, 6.53, 1.05, 1.07, 0.23, 0.44, 1.09, 4.52, 3.95, 1.68, 1.65 
Jackson Dubinsky, 16, 3, 13, 0, 0.188, 0.18, 0.52, 0.30, 0.32, 3, 0.92, 0, 0, 98, 47, 106, 4.80, 10.82, -6.02, 0.61, 0.89, 0.32, 1.32, 3.67, 5.41, 1.31, 2.00 
Andrew Dunbar, 30, 14, 16, 0, 0.467, 0.27, 0.31, 0.23, 0.53, 19, 1.27, 0, 0, 228, 142, 176, 6.23, 7.72, -1.49, 0.82, 0.53, 0.36, 1.09, 4.08, 4.65, 1.53, 1.66 
Scott Dunnam, 54, 27, 27, 0, 0.500, 0.38, 0.29, 0.33, 0.48, 13, 0.55, 1.0, 1.0, 382, 307, 295, 8.04, 7.72, 0.31, 1.14, 0.43, 0.48, 1.10, 4.82, 4.63, 1.67, 1.67 
Matt Dunstone, 60, 41, 19, 0, 0.683, 0.51, 0.18, 0.22, 0.57, 16, 1.20, 1.0, 0, 467, 385, 295, 8.24, 6.32, 1.93, 1.38, 0.21, 0.36, 0.98, 4.60, 4.20, 1.79, 1.51 
Matt Dupuis, 16, 8, 8, 0, 0.500, 0.40, 0.19, 0.27, 0.50, 4, 1.04, 1.0, 0, 106, 80, 77, 7.55, 7.26, 0.28, 1.21, 0.28, 0.39, 1.08, 4.72, 4.25, 1.60, 1.71 
Denis Duval, 6, 3, 3, 0, 0.500, 0.53, 0.21, 0.21, 0.33, 0, 0.00, 0, 0, 38, 35, 35, 9.21, 9.21, 0.00, 1.58, 0.26, 0.26, 1.58, 5.00, 5.00, 1.84, 1.84 
Oliver Echenje, 7, 0, 7, 0, 0.000, 0.10, 0.70, 0.06, 0.00, 0, 0.21, 0, 0, 47, 13, 105, 2.77, 22.34, -19.57, 0.40, 1.73, 0.06, 3.12, 2.13, 7.66, 1.30, 2.92 
Wylie Eden, 13, 1, 12, 0, 0.077, 0.15, 0.37, 0.21, 0.31, 8, 1.38, 0.0, 0, 87, 40, 97, 4.60, 11.15, -6.55, 0.61, 0.78, 0.26, 1.55, 3.56, 5.06, 1.29, 2.20 
Niklas Edin, 71, 44, 27, 0, 0.620, 0.44, 0.18, 0.24, 0.50, 29, 1.20, 0, 0, 516, 423, 331, 8.20, 6.41, 1.78, 1.26, 0.25, 0.39, 1.02, 4.69, 4.11, 1.75, 1.56 
Zack Eldridge, 23, 12, 11, 0, 0.522, 0.35, 0.28, 0.24, 0.54, 5, 1.06, 0, 0, 179, 128, 129, 7.15, 7.21, -0.06, 1.13, 0.38, 0.33, 1.04, 4.47, 4.47, 1.60, 1.61 
Adam Elsenheimer, 19, 9, 10, 0, 0.474, 0.36, 0.32, 0.23, 0.52, 4, 0.61, 0, 0, 148, 103, 118, 6.96, 7.97, -1.01, 1.04, 0.48, 0.32, 1.14, 4.32, 5.07, 1.61, 1.57 
John Epping, 61, 37, 24, 0, 0.607, 0.45, 0.21, 0.27, 0.52, 31, 1.18, 0, 0, 414, 340, 271, 8.21, 6.55, 1.67, 1.22, 0.28, 0.39, 1.07, 4.66, 4.15, 1.76, 1.58 
Bryce Everist, 26, 12, 14, 0, 0.462, 0.39, 0.23, 0.20, 0.54, 7, 0.91, 0, 0, 198, 141, 143, 7.12, 7.22, -0.10, 1.20, 0.32, 0.25, 1.10, 4.39, 4.70, 1.62, 1.54 
Travis Fanset, 32, 14, 18, 0, 0.438, 0.34, 0.29, 0.26, 0.51, 8, 1.00, 0, 0.0, 220, 179, 156, 8.14, 7.09, 1.05, 1.25, 0.40, 0.40, 1.00, 4.41, 4.59, 1.85, 1.54 
Garret Fedak, 21, 6, 15, 0, 0.286, 0.24, 0.45, 0.25, 0.45, 8, 1.18, 0, 0, 152, 85, 132, 5.59, 8.68, -3.09, 0.78, 0.70, 0.29, 1.07, 3.62, 5.20, 1.55, 1.67 
Xueqing Fei, 21, 11, 10, 0, 0.524, 0.32, 0.20, 0.29, 0.56, 6, 1.20, 0, 1.0, 158, 107, 106, 6.77, 6.71, 0.06, 1.06, 0.27, 0.40, 0.96, 4.68, 4.11, 1.45, 1.63 
Adam Fenton, 28, 16, 12, 0, 0.571, 0.41, 0.19, 0.37, 0.56, 14, 1.23, 0, 0.0, 212, 191, 134, 9.01, 6.32, 2.69, 1.19, 0.29, 0.67, 0.91, 5.00, 3.77, 1.80, 1.68 
Pat Ferris, 55, 33, 22, 0, 0.600, 0.41, 0.23, 0.22, 0.57, 19, 0.84, 0, 0, 406, 323, 306, 7.96, 7.54, 0.42, 1.22, 0.34, 0.35, 1.19, 4.53, 4.63, 1.76, 1.63 
Sam Flanagan, 15, 6, 9, 0, 0.400, 0.15, 0.42, 0.31, 0.53, 5, 0.85, 0, 0, 118, 69, 100, 5.85, 8.47, -2.63, 0.69, 0.69, 0.45, 1.06, 4.24, 4.92, 1.38, 1.72 
