Team, GamesPlayed, Wins, Losses, Ties, PCT, HammerEfficiency, StealDefence, StealEfficiency, ForceEfficiency, BlankEnds, BlankEnds/Game, ExtraEndHammer, ExtraEndSteal, Ends, PointsFor, PointsAgainst, PointsFor/Game, PointsAgainst/Game, AvgDiff, HammerPF/E, HammerPA/E, NoHammerPF/E, NoHammerPA/E, EndsFor/Game, EndsAgainst/Game, PointsFor/End, PointsAgainst/End 
Greg Balsdon, 61, 39, 22, 0, 0.639, 0.41, 0.19, 0.20, 0.52, 28, 1.23, 0.6666666666666666, 0.5, 505, 376, 337, 7.45, 6.67, 0.77, 1.20, 0.25, 0.28, 1.09, 4.55, 4.22, 1.63, 1.58 
Scott Banner, 2, 0, 2, 0, 0.000, 0.11, 0.44, 0.20, 0.71, 0, 0.53, 0, 0, 19, 10, 17, 5.26, 8.95, -3.68, 0.67, 0.67, 0.40, 1.10, 3.68, 5.79, 1.43, 1.55 
Alexander Baumann, 17, 8, 9, 0, 0.471, 0.22, 0.25, 0.25, 0.66, 5, 1.01, 1.0, 0.5, 139, 93, 87, 6.69, 6.26, 0.43, 0.94, 0.34, 0.44, 0.87, 4.46, 4.53, 1.50, 1.38 
Kent Beadle, 18, 5, 13, 0, 0.278, 0.31, 0.29, 0.13, 0.36, 9, 1.37, 0, 0.0, 131, 80, 116, 6.11, 8.86, -2.75, 0.99, 0.46, 0.18, 1.38, 3.74, 4.89, 1.63, 1.81 
Don Beaton, 2, -1, 3, 0, -0.500, 0.14, 0.57, -5.00, -0.20, 0, 0.67, 0, 0, 15, -6, 25, -4.00, 16.67, -20.67, 0.57, 0.79, -14.00, 14.00, 0.67, 8.67, -6.00, 1.92 
Shannon Beddows, 15, 6, 9, 0, 0.400, 0.37, 0.23, 0.28, 0.44, 6, 0.78, 0, 0, 128, 93, 107, 7.27, 8.36, -1.09, 1.10, 0.37, 0.40, 1.25, 4.61, 4.61, 1.58, 1.81 
Gord Bell, 4, 1, 3, 0, 0.250, 0.35, 0.30, 0.13, 0.62, 3, 0.79, 0, 0, 38, 24, 27, 6.32, 7.11, -0.79, 0.96, 0.39, 0.13, 1.20, 3.95, 5.26, 1.60, 1.35 
Jim Bell, 6, 3, 3, 0, 0.500, 0.24, 0.24, 0.40, 0.45, 4, 1.22, 0, 0, 41, 28, 31, 6.83, 7.56, -0.73, 0.76, 0.38, 0.60, 1.15, 4.88, 3.90, 1.40, 1.94 
John Bell, 6, 3, 3, 0, 0.500, 0.24, 0.24, 0.40, 0.45, 4, 1.22, 0, 0, 41, 28, 31, 6.83, 7.56, -0.73, 0.76, 0.38, 0.60, 1.15, 4.88, 3.90, 1.40, 1.94 
Ryan Berg, 22, 8, 14, 0, 0.364, 0.26, 0.39, 0.27, 0.45, 10, 1.49, 0, 0, 161, 93, 124, 5.78, 7.70, -1.93, 0.74, 0.58, 0.40, 0.97, 3.85, 4.66, 1.50, 1.65 
Ben Bevan, 4, 0, 4, 0, 0.000, 0.20, 0.60, 0.30, 0.33, 0, 0.40, 0, 0, 25, 12, 28, 4.80, 11.20, -6.40, 0.60, 1.13, 0.30, 1.10, 3.60, 6.00, 1.33, 1.87 
Brad Bibby, 4, 1, 3, 0, 0.250, 0.00, 0.50, 0.41, 0.50, 2, 1.21, 0, 1.0, 33, 13, 30, 3.94, 9.09, -5.15, 0.38, 0.94, 0.41, 0.88, 3.94, 4.85, 1.00, 1.88 
Andrew Bilesky, 29, 14, 15, 0, 0.483, 0.30, 0.28, 0.26, 0.61, 14, 1.37, 1.0, 0.0, 219, 144, 148, 6.58, 6.76, -0.18, 0.94, 0.41, 0.38, 0.93, 4.20, 4.43, 1.57, 1.53 
Todd Birr, 36, 21, 15, 0, 0.583, 0.41, 0.27, 0.34, 0.49, 15, 1.12, 0, 0.0, 241, 208, 164, 8.63, 6.81, 1.83, 1.21, 0.43, 0.52, 0.93, 4.73, 4.15, 1.82, 1.64 
Scott Bitz, 40, 26, 14, 0, 0.650, 0.33, 0.20, 0.23, 0.53, 20, 1.73, 1.0, 0.0, 294, 197, 171, 6.70, 5.82, 0.88, 1.06, 0.29, 0.31, 0.86, 4.35, 3.91, 1.54, 1.49 
Matthew Blandford, 49, 30, 19, 0, 0.612, 0.39, 0.21, 0.22, 0.59, 17, 1.01, 1.0, 0, 385, 284, 258, 7.38, 6.70, 0.68, 1.19, 0.31, 0.31, 1.01, 4.49, 4.49, 1.64, 1.49 
Kris Blonski, 6, 0, 6, 0, 0.000, 0.15, 0.23, 0.25, 0.47, 6, 1.30, 0, 0.0, 46, 23, 34, 5.00, 7.39, -2.39, 0.69, 0.38, 0.25, 1.20, 4.13, 4.57, 1.21, 1.62 
Dennis Bohn, 23, 11, 12, 0, 0.478, 0.30, 0.25, 0.27, 0.57, 6, 0.71, 0.5, 0, 154, 104, 112, 6.75, 7.27, -0.52, 1.05, 0.32, 0.32, 1.11, 4.61, 4.68, 1.46, 1.56 
Adam Bolen, 3, 0, 3, 0, 0.000, 0.29, 0.50, 0.17, 0.44, 1, 0.67, 0, 0, 30, 19, 26, 6.33, 8.67, -2.33, 0.83, 0.67, 0.33, 1.17, 3.33, 6.00, 1.90, 1.44 
Trevor Bonot, 36, 17, 19, 0, 0.472, 0.32, 0.20, 0.15, 0.61, 20, 1.43, 0.3333333333333333, 0.0, 273, 178, 187, 6.52, 6.85, -0.33, 1.09, 0.26, 0.19, 1.13, 4.10, 4.47, 1.59, 1.53 
Andy Borland, 4, 0, 4, 0, 0.000, 0.11, 0.72, 0.00, 0.50, 0, 0.00, 0, 0, 24, 10, 32, 4.17, 13.33, -9.17, 0.56, 1.22, 0.00, 1.67, 2.08, 7.92, 2.00, 1.68 
Harrison Boss, 3, 0, 3, 0, 0.000, 0.20, 0.13, 0.12, 0.57, 0, 0.31, 0, 0.0, 32, 20, 24, 6.25, 7.50, -1.25, 1.20, 0.13, 0.12, 1.29, 4.69, 5.00, 1.33, 1.50 
Brendan Bottcher, 71, 39, 32, 0, 0.549, 0.34, 0.20, 0.22, 0.61, 31, 1.53, 1.0, 0.2, 544, 375, 334, 6.89, 6.14, 0.75, 1.09, 0.25, 0.34, 0.94, 4.38, 4.10, 1.58, 1.50 
Don Bowser, 35, 22, 13, 0, 0.629, 0.34, 0.27, 0.23, 0.61, 8, 0.78, 0, 0.0, 255, 189, 171, 7.41, 6.71, 0.71, 1.14, 0.32, 0.31, 1.05, 4.59, 4.63, 1.62, 1.45 
Jim Brackett, 3, 1, 2, 0, 0.333, 0.36, 0.33, 0.17, 0.67, 1, 0.83, 0, 0, 24, 17, 20, 7.08, 8.33, -1.25, 1.00, 0.50, 0.42, 1.17, 3.75, 5.42, 1.89, 1.54 
Todd Brandwood, 6, 3, 3, 0, 0.500, 0.53, 0.23, 0.18, 0.54, 3, 1.03, 0, 0, 39, 32, 26, 8.21, 6.67, 1.54, 1.27, 0.27, 0.24, 1.18, 4.36, 4.62, 1.88, 1.44 
Doug Brewer, 6, 1, 5, 0, 0.167, 0.18, 0.39, 0.17, 0.40, 1, 0.24, 0, 0, 41, 20, 44, 4.88, 10.73, -5.85, 0.74, 0.57, 0.17, 1.72, 3.90, 5.85, 1.25, 1.83 
Shawn Broda, 6, 3, 3, 0, 0.500, 0.38, 0.24, 0.20, 0.72, 4, 1.82, 1.0, 0.0, 55, 37, 35, 6.73, 6.36, 0.36, 1.08, 0.40, 0.33, 0.83, 3.82, 4.36, 1.76, 1.46 
Len Brossart, 3, 0, 3, 0, 0.000, 0.17, 0.42, 0.09, 0.63, 0, 0.87, 0, 0, 23, 11, 18, 4.78, 7.83, -3.04, 0.75, 0.58, 0.18, 1.00, 3.48, 5.65, 1.38, 1.38 
Richard Brower, 7, 1, 6, 0, 0.143, 0.14, 0.27, 0.13, 0.29, 4, 1.43, 0, 0, 49, 25, 43, 5.10, 8.78, -3.67, 0.81, 0.38, 0.17, 1.43, 3.67, 4.90, 1.39, 1.79 
Craig Brown, 55, 42, 13, 0, 0.764, 0.46, 0.14, 0.30, 0.63, 22, 1.29, 1.0, 0, 379, 334, 206, 8.81, 5.44, 3.38, 1.36, 0.18, 0.49, 0.85, 4.93, 3.77, 1.79, 1.44 
Grant Brown, 2, 0, 2, 0, 0.000, 0.00, 0.71, 0.00, 0.67, 0, 0.00, 0, 0, 10, 2, 17, 2.00, 17.00, -15.00, 0.29, 1.57, 0.00, 2.00, 2.00, 8.00, 1.00, 2.13 
Jeff Brown, 8, 3, 5, 0, 0.375, 0.22, 0.29, 0.32, 0.29, 8, 1.33, 0, 0, 60, 37, 53, 6.17, 8.83, -2.67, 0.74, 0.46, 0.44, 1.48, 4.17, 4.50, 1.48, 1.96 
Kevin Brown, 7, 2, 5, 0, 0.286, 0.30, 0.24, 0.36, 0.36, 1, 0.65, 0, 0, 46, 31, 39, 6.74, 8.48, -1.74, 1.05, 0.38, 0.36, 1.24, 5.22, 4.13, 1.29, 2.05 
Lyle Brown, 3, 0, 3, 0, 0.000, 0.15, 0.21, 0.14, 0.42, 1, 0.36, 0, 0, 28, 16, 25, 5.71, 8.93, -3.21, 0.93, 0.21, 0.21, 1.57, 4.29, 5.36, 1.33, 1.67 
Randy Bryden, 30, 18, 12, 0, 0.600, 0.44, 0.21, 0.27, 0.57, 25, 1.67, 0, 0.0, 228, 165, 134, 7.24, 5.88, 1.36, 1.05, 0.28, 0.36, 0.93, 4.34, 3.99, 1.67, 1.47 
Robin Brydone, 4, 1, 3, 0, 0.250, 0.50, 0.15, 0.06, 0.36, 1, 1.72, 0, 0.0, 29, 17, 24, 5.86, 8.28, -2.41, 1.23, 0.23, 0.06, 1.31, 3.79, 4.48, 1.55, 1.85 
Tom Buchy, 7, 4, 3, 0, 0.571, 0.38, 0.37, 0.27, 0.47, 1, 0.54, 1.0, 0, 56, 43, 46, 7.68, 8.21, -0.54, 1.17, 0.50, 0.31, 1.19, 4.46, 5.00, 1.72, 1.64 
Lee Buott, 19, 12, 7, 0, 0.632, 0.42, 0.25, 0.34, 0.55, 9, 1.27, 1.0, 0.0, 150, 127, 93, 8.47, 6.20, 2.27, 1.15, 0.41, 0.57, 0.81, 4.73, 4.00, 1.79, 1.55 
Bryan Burgess, 27, 18, 9, 0, 0.667, 0.42, 0.21, 0.24, 0.48, 8, 1.22, 1.0, 0.5, 213, 175, 138, 8.22, 6.48, 1.74, 1.31, 0.22, 0.38, 1.04, 4.65, 4.13, 1.77, 1.57 
Peter Burgess, 32, 17, 15, 0, 0.531, 0.36, 0.25, 0.20, 0.59, 16, 1.47, 0, 0.0, 272, 182, 180, 6.69, 6.62, 0.07, 1.07, 0.31, 0.29, 0.99, 4.08, 4.45, 1.64, 1.49 
Josh Burns, 6, 2, 4, 0, 0.333, 0.25, 0.41, 0.21, 0.55, 3, 0.73, 0, 0, 41, 31, 34, 7.56, 8.29, -0.73, 0.89, 0.67, 0.50, 1.14, 3.90, 5.37, 1.94, 1.55 
Terry Bushell, 3, 0, 3, 0, 0.000, 0.14, 0.29, 0.13, 0.14, 0, 0.00, 0, 0, 15, 8, 23, 5.33, 15.33, -10.00, 0.86, 0.57, 0.25, 2.38, 4.00, 6.00, 1.33, 2.56 
Alen Cadez, 7, 2, 5, 0, 0.286, 0.15, 0.21, 0.18, 0.79, 3, 1.49, 0, 0.0, 67, 35, 41, 5.22, 6.12, -0.90, 0.93, 0.28, 0.21, 0.87, 4.03, 4.48, 1.30, 1.37 
Braden Calvert, 22, 16, 6, 0, 0.727, 0.51, 0.13, 0.29, 0.60, 22, 1.78, 0, 0.0, 197, 161, 102, 8.17, 5.18, 2.99, 1.16, 0.15, 0.50, 0.85, 4.57, 3.65, 1.79, 1.42 
Bill Cameron, 3, 0, 3, 0, 0.000, 0.00, 0.47, 0.10, 0.25, 2, 1.20, 0, 0, 25, 8, 26, 3.20, 10.40, -7.20, 0.40, 0.60, 0.20, 1.70, 2.80, 6.00, 1.14, 1.73 
Darren Camm, 14, 7, 7, 0, 0.500, 0.27, 0.32, 0.36, 0.61, 8, 1.03, 0, 0, 117, 77, 74, 6.58, 6.32, 0.26, 0.81, 0.37, 0.50, 0.90, 4.53, 4.44, 1.45, 1.42 
Oliver Campbell, 3, 1, 2, 0, 0.333, 0.30, 0.27, 0.20, 0.38, 1, 0.48, 0, 0, 21, 14, 18, 6.67, 8.57, -1.90, 0.91, 0.27, 0.40, 1.50, 4.29, 5.24, 1.56, 1.64 
Robert Campbell, 6, 4, 2, 0, 0.667, 0.29, 0.21, 0.16, 0.76, 5, 1.67, 0, 0, 54, 34, 28, 6.30, 5.19, 1.11, 1.00, 0.24, 0.20, 0.84, 4.07, 4.26, 1.55, 1.22 
Daniel Caron, 4, 2, 2, 0, 0.500, 0.25, 0.29, 0.13, 0.67, 1, 0.63, 1.0, 0, 32, 20, 24, 6.25, 7.50, -1.25, 1.00, 0.41, 0.20, 1.13, 4.06, 5.31, 1.54, 1.41 
Derrick Casper, 5, 2, 3, 0, 0.400, 0.58, 0.11, 0.06, 0.58, 6, 2.65, 0, 0, 34, 22, 27, 6.47, 7.94, -1.47, 1.17, 0.28, 0.06, 1.38, 3.24, 4.12, 2.00, 1.93 
Maciej Cesarz, 9, 0, 9, 0, 0.000, 0.03, 0.42, 0.16, 0.47, 6, 1.27, 0, 0, 63, 21, 64, 3.33, 10.16, -6.83, 0.45, 0.61, 0.16, 1.64, 3.17, 5.56, 1.05, 1.83 
Pat Chartier, 3, 0, 3, 0, 0.000, 0.17, 0.25, 0.13, 0.50, 0, 0.37, 0, 0, 27, 14, 25, 5.19, 9.26, -4.07, 0.92, 0.33, 0.20, 1.40, 4.07, 5.56, 1.27, 1.67 
Jamie Chisholm, 7, 1, 6, 0, 0.143, 0.21, 0.36, 0.23, 0.44, 3, 0.91, 0, 0, 44, 26, 40, 5.91, 9.09, -3.18, 0.68, 0.55, 0.50, 1.27, 3.64, 5.45, 1.63, 1.67 
Jerry Chudley, 8, 4, 4, 0, 0.500, 0.36, 0.32, 0.23, 0.67, 3, 0.82, 1.0, 0, 61, 40, 38, 6.56, 6.23, 0.33, 1.00, 0.32, 0.30, 0.93, 4.10, 5.08, 1.60, 1.23 
Chris Ciasnocha, 31, 15, 16, 0, 0.484, 0.34, 0.23, 0.22, 0.62, 9, 1.04, 0, 0, 211, 145, 148, 6.87, 7.01, -0.14, 1.10, 0.39, 0.32, 0.97, 4.36, 4.60, 1.58, 1.53 
Donald Clarey, 3, 0, 3, 0, 0.000, 0.20, 0.21, 0.15, 0.20, 4, 1.85, 0, 0, 27, 11, 23, 4.07, 8.52, -4.44, 0.64, 0.21, 0.15, 1.54, 3.33, 4.81, 1.22, 1.77 
Brady Clark, 81, 45, 36, 0, 0.556, 0.38, 0.20, 0.24, 0.50, 34, 1.08, 0.75, 0.25, 611, 450, 425, 7.37, 6.96, 0.41, 1.15, 0.29, 0.34, 1.08, 4.58, 4.34, 1.61, 1.60 
Jeff Clark, 9, 5, 4, 0, 0.556, 0.33, 0.29, 0.16, 0.79, 4, 1.02, 0, 0, 59, 50, 38, 8.47, 6.44, 2.03, 1.15, 0.38, 0.44, 1.00, 4.07, 4.92, 2.08, 1.31 
Dave Cobean, 3, 1, 2, 0, 0.333, 0.20, 0.30, 0.13, 0.71, 0, 0.00, 0, 0, 18, 12, 13, 6.67, 7.22, -0.56, 0.90, 0.30, 0.38, 1.25, 4.44, 5.56, 1.50, 1.30 
Bryan Cochrane, 46, 28, 18, 0, 0.609, 0.44, 0.21, 0.26, 0.60, 23, 1.09, 0.0, 0, 349, 282, 230, 8.08, 6.59, 1.49, 1.25, 0.29, 0.37, 1.02, 4.56, 4.36, 1.77, 1.51 
Allen Coliban, 7, 1, 6, 0, 0.143, 0.23, 0.33, 0.19, 0.38, 3, 0.63, 0, 0, 64, 34, 60, 5.31, 9.38, -4.06, 0.82, 0.36, 0.23, 1.55, 3.91, 5.47, 1.36, 1.71 
Robert Collins, 5, 2, 3, 0, 0.400, 0.24, 0.20, 0.22, 0.69, 3, 1.05, 0, 0, 38, 25, 25, 6.58, 6.58, 0.00, 0.90, 0.35, 0.39, 1.00, 4.47, 4.47, 1.47, 1.47 
Dave Collyer, 2, 0, 2, 0, 0.000, 0.43, 0.14, 0.08, 0.43, 0, 2.11, 0, 0, 19, 11, 14, 5.79, 7.37, -1.58, 1.29, 0.14, 0.17, 1.08, 3.68, 4.21, 1.57, 1.75 
Moray Combe, 17, 4, 13, 0, 0.235, 0.30, 0.27, 0.12, 0.40, 11, 2.41, 0, 0, 133, 65, 109, 4.89, 8.20, -3.31, 0.83, 0.53, 0.17, 1.09, 3.31, 4.29, 1.48, 1.91 
Rene Comeau, 12, 8, 4, 0, 0.667, 0.40, 0.22, 0.32, 0.55, 6, 1.44, 0, 0, 111, 93, 68, 8.38, 6.13, 2.25, 1.20, 0.33, 0.53, 0.85, 4.77, 3.78, 1.75, 1.62 
Nicholas Connolly, 4, 2, 2, 0, 0.500, 0.20, 0.31, 0.21, 0.64, 1, 0.33, 0, 0, 30, 18, 24, 6.00, 8.00, -2.00, 0.94, 0.44, 0.21, 1.21, 4.33, 5.33, 1.38, 1.50 
Spencer Cooper, 8, 2, 6, 0, 0.250, 0.24, 0.23, 0.15, 0.40, 1, 0.58, 0, 0, 52, 30, 49, 5.77, 9.42, -3.65, 0.96, 0.42, 0.19, 1.46, 4.42, 5.00, 1.30, 1.88 
Terry Corbin, 3, 0, 3, 0, 0.000, 0.18, 0.27, 0.10, 0.11, 0, 0.00, 0, 0, 21, 11, 25, 5.24, 11.90, -6.67, 0.91, 0.45, 0.10, 2.00, 4.29, 5.71, 1.22, 2.08 
Peter Corner, 19, 13, 6, 0, 0.684, 0.39, 0.21, 0.36, 0.68, 8, 1.12, 0.0, 0, 143, 120, 78, 8.39, 5.45, 2.94, 1.15, 0.31, 0.57, 0.75, 5.04, 3.85, 1.67, 1.42 
William Coutts, 10, 4, 6, 0, 0.400, 0.36, 0.15, 0.27, 0.30, 11, 1.97, 0, 0, 76, 47, 53, 6.18, 6.97, -0.79, 0.90, 0.23, 0.32, 1.19, 4.21, 3.82, 1.47, 1.83 
Wes Craig, 5, 2, 3, 0, 0.400, 0.21, 0.33, 0.43, 0.64, 1, 0.79, 0, 0.0, 38, 25, 26, 6.58, 6.84, -0.26, 0.87, 0.60, 0.52, 0.74, 5.00, 4.21, 1.32, 1.63 
Christian Crete, 3, 0, 3, 0, 0.000, 0.29, 0.14, 0.00, 0.50, 0, 1.67, 0, 0, 18, 8, 17, 4.44, 9.44, -5.00, 1.14, 0.29, 0.00, 1.36, 3.33, 5.00, 1.33, 1.89 
Warren Cross, 17, 2, 15, 0, 0.118, 0.14, 0.47, 0.12, 0.51, 2, 0.92, 1.0, 0, 120, 55, 109, 4.58, 9.08, -4.50, 0.72, 0.69, 0.12, 1.19, 3.33, 5.75, 1.38, 1.58 
Cam Culp, 5, 3, 2, 0, 0.600, 0.53, 0.32, 0.19, 0.50, 0, 0.29, 0, 0, 35, 32, 27, 9.14, 7.71, 1.43, 1.42, 0.47, 0.31, 1.13, 4.57, 5.14, 2.00, 1.50 
John Cummine, 5, 2, 3, 0, 0.400, 0.22, 0.32, 0.42, 0.33, 4, 1.30, 0, 0, 46, 28, 37, 6.09, 8.04, -1.96, 0.68, 0.68, 0.54, 0.92, 4.57, 4.13, 1.33, 1.95 
Jeff Currie, 50, 31, 19, 0, 0.620, 0.45, 0.17, 0.23, 0.55, 30, 1.56, 1.0, 0.0, 392, 298, 244, 7.60, 6.22, 1.38, 1.20, 0.25, 0.35, 0.98, 4.44, 4.01, 1.71, 1.55 
Mark Dacey, 47, 24, 23, 0, 0.511, 0.37, 0.22, 0.24, 0.50, 18, 1.10, 1.0, 0, 364, 273, 265, 7.50, 7.28, 0.22, 1.13, 0.33, 0.38, 1.11, 4.53, 4.37, 1.65, 1.67 
Chad Dahlseide, 14, 4, 10, 0, 0.286, 0.21, 0.40, 0.35, 0.41, 1, 0.22, 0, 0, 89, 60, 82, 6.74, 9.21, -2.47, 0.88, 0.67, 0.48, 1.15, 4.61, 5.17, 1.46, 1.78 
Ulrik Damm, 7, 1, 6, 0, 0.143, 0.18, 0.41, 0.32, 0.33, 4, 1.11, 0, 0, 63, 34, 54, 5.40, 8.57, -3.17, 0.75, 0.50, 0.32, 1.23, 3.97, 4.92, 1.36, 1.74 
Richard Daneault, 44, 21, 23, 0, 0.477, 0.35, 0.21, 0.23, 0.57, 28, 1.59, 0, 1.0, 320, 209, 208, 6.53, 6.50, 0.03, 1.00, 0.29, 0.32, 0.99, 4.19, 4.22, 1.56, 1.54 
Neil Dangerfield, 11, 6, 5, 0, 0.545, 0.44, 0.18, 0.30, 0.48, 5, 0.80, 0, 0.0, 88, 78, 58, 8.86, 6.59, 2.27, 1.30, 0.25, 0.48, 1.07, 5.00, 4.20, 1.77, 1.57 
Phil Daniel, 6, 5, 1, 0, 0.833, 0.39, 0.15, 0.19, 0.67, 2, 1.71, 0, 0, 41, 32, 19, 7.80, 4.63, 3.17, 1.30, 0.15, 0.29, 0.76, 4.63, 3.66, 1.68, 1.27 
Bill Dauphinais, 3, 0, 3, 0, 0.000, 0.11, 0.60, 0.00, 0.00, 1, 0.77, 0, 0, 13, 4, 19, 3.08, 14.62, -11.54, 0.40, 0.90, 0.00, 3.33, 2.31, 6.92, 1.33, 2.11 
