Team, GamesPlayed, Wins, Losses, Ties, PCT, HammerEfficiency, StealDefence, StealEfficiency, ForceEfficiency, BlankEnds, BlankEnds/Game, ExtraEndHammer, ExtraEndSteal, Ends, PointsFor, PointsAgainst, PointsFor/Game, PointsAgainst/Game, AvgDiff, HammerPF/E, HammerPA/E, NoHammerPF/E, NoHammerPA/E, EndsFor/Game, EndsAgainst/Game, PointsFor/End, PointsAgainst/End 
Jane DiCarlo, 25, 11, 14, 0, 0.440, 0.36, 0.21, 0.26, 0.48, 14, 1.14, 1.0, 0, 202, 143, 156, 7.08, 7.72, -0.64, 1.07, 0.34, 0.35, 1.21, 4.55, 4.31, 1.55, 1.79 
Laurie Donaher, 8, 4, 4, 0, 0.500, 0.25, 0.41, 0.41, 0.27, 1, 0.36, 0, 0, 56, 51, 46, 9.11, 8.21, 0.89, 1.03, 0.55, 0.78, 1.11, 4.82, 4.82, 1.89, 1.70 
Moa Dryburgh, 48, 29, 19, 0, 0.604, 0.44, 0.22, 0.28, 0.60, 17, 1.15, 0, 0.0, 349, 319, 218, 9.14, 6.25, 2.89, 1.34, 0.33, 0.52, 0.90, 4.73, 4.13, 1.93, 1.51 
Davina Du, 7, 1, 6, 0, 0.143, 0.23, 0.59, 0.41, 0.31, 0, 0.00, 0, 0, 44, 27, 63, 6.14, 14.32, -8.18, 0.64, 1.27, 0.59, 1.59, 4.09, 5.91, 1.50, 2.42 
Hollie Duncan, 36, 20, 16, 0, 0.556, 0.31, 0.25, 0.32, 0.60, 10, 0.97, 1.0, 1.0, 277, 190, 173, 6.86, 6.25, 0.61, 1.03, 0.36, 0.41, 0.84, 4.77, 4.26, 1.44, 1.47 
Madeleine Dupont, 55, 27, 28, 0, 0.491, 0.32, 0.27, 0.27, 0.56, 13, 0.94, 0.0, 0.0, 438, 320, 299, 7.31, 6.83, 0.48, 1.14, 0.38, 0.36, 0.96, 4.61, 4.45, 1.58, 1.53 
Hannah Durrant, 7, 1, 6, 0, 0.143, 0.13, 0.57, 0.30, 0.23, 0, 0.65, 0, 0, 46, 26, 63, 5.65, 13.70, -8.04, 0.70, 1.09, 0.43, 1.65, 3.70, 5.65, 1.53, 2.42 
Kerri Einarson, 57, 34, 23, 0, 0.596, 0.42, 0.20, 0.26, 0.52, 22, 1.04, 1.0, 0.0, 460, 380, 298, 8.26, 6.48, 1.78, 1.28, 0.25, 0.42, 1.01, 4.70, 4.26, 1.76, 1.52 
Isabelle Einspieler, 15, 5, 10, 0, 0.333, 0.32, 0.25, 0.26, 0.36, 10, 1.40, 0, 0, 114, 77, 94, 6.75, 8.25, -1.49, 0.96, 0.39, 0.39, 1.26, 4.21, 4.39, 1.60, 1.88 
Kelly Ellis, 17, 2, 15, 0, 0.118, 0.24, 0.38, 0.21, 0.31, 4, 0.82, 0, 0, 110, 71, 112, 6.45, 10.18, -3.73, 0.84, 0.53, 0.42, 1.56, 3.91, 5.27, 1.65, 1.93 
Michelle Englot, 47, 25, 22, 0, 0.532, 0.36, 0.26, 0.26, 0.57, 22, 1.13, 0, 0, 355, 270, 247, 7.61, 6.96, 0.65, 1.10, 0.39, 0.40, 1.02, 4.45, 4.42, 1.71, 1.57 
Kristyna Farkova, 10, 3, 7, 0, 0.300, 0.22, 0.37, 0.32, 0.40, 2, 0.27, 0, 0, 75, 51, 69, 6.80, 9.20, -2.40, 0.84, 0.53, 0.51, 1.32, 4.53, 5.20, 1.50, 1.77 
Lisa Farnell, 15, 10, 5, 0, 0.667, 0.37, 0.24, 0.36, 0.44, 6, 1.04, 0, 0, 125, 99, 82, 7.92, 6.56, 1.36, 1.10, 0.29, 0.52, 0.97, 4.96, 4.00, 1.60, 1.64 
Lauren Ferguson, 20, 4, 16, 0, 0.200, 0.29, 0.40, 0.22, 0.48, 4, 0.52, 0, 0, 155, 98, 155, 6.32, 10.00, -3.68, 0.90, 0.69, 0.32, 1.36, 4.00, 5.48, 1.58, 1.82 
Erin Fitzgibbon, 3, 1, 2, 0, 0.333, 0.27, 0.42, 0.00, 0.38, 1, 0.50, 0, 0, 20, 10, 25, 5.00, 12.50, -7.50, 0.83, 0.83, 0.00, 1.88, 3.00, 6.50, 1.67, 1.92 
Klara Fomm, 7, 5, 2, 0, 0.714, 0.36, 0.20, 0.23, 0.75, 3, 1.37, 0, 0, 51, 41, 25, 8.04, 4.90, 3.14, 1.40, 0.20, 0.23, 0.77, 4.51, 4.12, 1.78, 1.19 
Atina Ford Johnston, 7, 2, 5, 0, 0.286, 0.33, 0.32, 0.09, 0.47, 4, 1.32, 0, 0, 53, 33, 45, 6.23, 8.49, -2.26, 1.00, 0.45, 0.09, 1.41, 3.58, 5.09, 1.74, 1.67 
Melodie Forsythe, 33, 16, 17, 0, 0.485, 0.36, 0.29, 0.28, 0.59, 12, 1.01, 0, 0, 268, 200, 194, 7.46, 7.24, 0.22, 1.05, 0.45, 0.46, 0.99, 4.48, 4.51, 1.67, 1.60 
Jolianne Fortin, 15, 9, 6, 0, 0.600, 0.26, 0.44, 0.31, 0.63, 5, 1.03, 0, 0, 116, 80, 90, 6.90, 7.76, -0.86, 0.84, 0.68, 0.52, 0.89, 4.05, 4.91, 1.70, 1.58 
Leanne Fortin, 5, 2, 3, 0, 0.400, 0.18, 0.37, 0.27, 0.70, 2, 0.88, 0, 1.0, 34, 25, 28, 7.35, 8.24, -0.88, 0.74, 0.63, 0.73, 1.07, 4.12, 5.00, 1.79, 1.65 
Susan Froud, 10, 7, 3, 0, 0.700, 0.34, 0.23, 0.38, 0.55, 6, 1.75, 0, 0.5, 80, 56, 44, 7.00, 5.50, 1.50, 1.00, 0.40, 0.47, 0.67, 4.75, 3.50, 1.47, 1.57 
Satsuki Fujisawa, 73, 45, 28, 0, 0.616, 0.41, 0.21, 0.31, 0.55, 29, 1.00, 1.0, 0.0, 552, 442, 346, 8.01, 6.27, 1.74, 1.17, 0.29, 0.47, 0.93, 4.84, 4.17, 1.66, 1.50 
Roslyn Gallagher, 4, 1, 3, 0, 0.250, 0.16, 0.79, 0.14, 0.67, 0, 0.00, 0, 0, 26, 9, 54, 3.46, 20.77, -17.31, 0.42, 2.11, 0.14, 2.00, 1.92, 8.08, 1.80, 2.57 
Kerry Galusha, 54, 29, 25, 0, 0.537, 0.39, 0.29, 0.31, 0.59, 16, 0.79, 0.0, 0, 391, 350, 270, 8.95, 6.91, 2.05, 1.18, 0.44, 0.60, 0.95, 4.73, 4.48, 1.89, 1.54 
Gina Giasson, 9, 2, 7, 0, 0.222, 0.18, 0.32, 0.26, 0.39, 5, 0.72, 0, 0, 69, 41, 70, 5.94, 10.14, -4.20, 0.76, 0.58, 0.39, 1.55, 4.20, 5.07, 1.41, 2.00 
Eun ji Gim, 124, 95, 29, 0, 0.766, 0.46, 0.17, 0.29, 0.60, 67, 1.37, 0.75, 0.0, 984, 827, 524, 8.40, 5.33, 3.08, 1.24, 0.20, 0.46, 0.85, 4.87, 3.76, 1.73, 1.42 
Laetitia Gionest, 4, 0, 4, 0, 0.000, 0.13, 0.69, 0.40, 0.50, 0, 0.00, 0, 0, 26, 13, 32, 5.00, 12.31, -7.31, 0.44, 1.38, 0.60, 1.00, 3.46, 6.54, 1.44, 1.88 
Allie Giroux, 14, 11, 3, 0, 0.786, 0.42, 0.27, 0.33, 0.50, 7, 1.20, 0, 0, 117, 103, 79, 8.80, 6.75, 2.05, 1.27, 0.41, 0.48, 0.95, 4.70, 4.10, 1.87, 1.65 
Brooke Godsland, 19, 12, 7, 0, 0.632, 0.52, 0.19, 0.12, 0.58, 7, 0.61, 0, 0, 147, 119, 112, 8.10, 7.62, 0.48, 1.33, 0.31, 0.19, 1.30, 4.49, 4.90, 1.80, 1.56 
Clancy Grandy, 76, 44, 32, 0, 0.579, 0.37, 0.24, 0.32, 0.56, 34, 0.98, 1.0, 0, 549, 453, 366, 8.25, 6.67, 1.58, 1.11, 0.39, 0.54, 0.95, 4.79, 4.23, 1.72, 1.58 
Serena Gray-Withers, 79, 50, 29, 0, 0.633, 0.42, 0.24, 0.31, 0.59, 22, 0.78, 0.0, 0.5, 616, 531, 392, 8.62, 6.36, 2.26, 1.27, 0.32, 0.47, 0.94, 4.94, 4.29, 1.75, 1.48 
Diane Gushulak, 11, 3, 8, 0, 0.273, 0.26, 0.41, 0.35, 0.56, 6, 0.73, 0, 0, 96, 66, 78, 6.88, 8.13, -1.25, 0.82, 0.63, 0.50, 1.08, 4.27, 5.00, 1.61, 1.63 
Seungyoun Ha, 72, 42, 30, 0, 0.583, 0.37, 0.23, 0.28, 0.65, 41, 1.50, 0, 0.0, 548, 407, 329, 7.43, 6.00, 1.42, 1.06, 0.31, 0.44, 0.88, 4.43, 4.07, 1.67, 1.48 
Holly Hafeli, 42, 19, 23, 0, 0.452, 0.38, 0.31, 0.23, 0.50, 6, 0.54, 0, 0, 316, 247, 267, 7.82, 8.45, -0.63, 1.17, 0.54, 0.35, 1.18, 4.49, 4.97, 1.74, 1.70 
Cristine Hall, 7, 5, 2, 0, 0.714, 0.36, 0.26, 0.48, 0.36, 1, 0.56, 0, 0, 54, 69, 40, 12.78, 7.41, 5.37, 1.43, 0.52, 1.16, 0.90, 5.74, 3.70, 2.23, 2.00 
Amanda Halvarsson, 3, 0, 3, 0, 0.000, 0.20, 0.42, 0.11, 0.00, 2, 1.43, 0, 0, 21, 8, 31, 3.81, 14.76, -10.95, 0.58, 0.83, 0.11, 2.33, 2.86, 5.71, 1.33, 2.58 
Yu Han, 33, 28, 5, 0, 0.848, 0.45, 0.18, 0.42, 0.69, 14, 1.07, 0.0, 0.0, 224, 241, 108, 10.76, 4.82, 5.94, 1.41, 0.26, 0.78, 0.68, 5.45, 3.48, 1.98, 1.38 
Zhuo Han, 20, 4, 16, 0, 0.200, 0.25, 0.27, 0.22, 0.49, 7, 1.51, 1.0, 0, 146, 79, 109, 5.41, 7.47, -2.05, 0.91, 0.39, 0.26, 1.02, 3.97, 4.52, 1.36, 1.65 
Shelley Hardy, 27, 11, 16, 0, 0.407, 0.29, 0.36, 0.33, 0.40, 4, 0.54, 1.0, 0, 184, 130, 154, 7.07, 8.37, -1.30, 0.98, 0.63, 0.45, 1.03, 4.62, 4.84, 1.53, 1.73 
Michelle Hartwell, 46, 21, 25, 0, 0.457, 0.32, 0.28, 0.22, 0.50, 14, 0.65, 0, 1.0, 356, 252, 285, 7.08, 8.01, -0.93, 1.05, 0.42, 0.31, 1.24, 4.47, 4.89, 1.58, 1.64 
Jennifer Harvey, 5, 2, 3, 0, 0.400, 0.39, 0.35, 0.27, 0.55, 2, 0.57, 0, 0, 35, 25, 35, 7.14, 10.00, -2.86, 0.90, 0.70, 0.47, 1.40, 4.29, 5.14, 1.67, 1.94 
Anna Hasselborg, 88, 60, 28, 0, 0.682, 0.45, 0.14, 0.29, 0.55, 47, 1.32, 1.0, 0.25, 675, 537, 396, 7.96, 5.87, 2.09, 1.24, 0.17, 0.42, 0.94, 4.81, 3.87, 1.65, 1.52 
Heather Heggestad, 8, 5, 3, 0, 0.625, 0.16, 0.26, 0.44, 0.46, 2, 0.58, 0, 0, 52, 42, 28, 8.08, 5.38, 2.69, 1.04, 0.26, 0.56, 0.84, 5.58, 3.85, 1.45, 1.40 
Sophie Heinimann, 4, 0, 4, 0, 0.000, 0.07, 0.67, 0.13, 0.17, 1, 0.87, 0, 0, 23, 6, 32, 2.61, 13.91, -11.30, 0.33, 1.33, 0.13, 1.50, 2.17, 6.96, 1.20, 2.00 
Fay Henderson, 52, 30, 22, 0, 0.577, 0.43, 0.19, 0.28, 0.55, 18, 1.17, 1.0, 0, 393, 305, 251, 7.76, 6.39, 1.37, 1.22, 0.26, 0.40, 0.96, 4.76, 4.07, 1.63, 1.57 
Roxanne Heritier, 22, 10, 12, 0, 0.455, 0.32, 0.31, 0.24, 0.48, 8, 0.89, 0, 0, 158, 114, 121, 7.22, 7.66, -0.44, 1.02, 0.43, 0.38, 1.15, 4.30, 4.81, 1.68, 1.59 
Tanya Hilliard, 27, 14, 13, 0, 0.519, 0.35, 0.24, 0.24, 0.55, 11, 0.99, 0, 1.0, 212, 167, 145, 7.88, 6.84, 1.04, 1.14, 0.32, 0.42, 1.06, 4.53, 4.48, 1.74, 1.53 
