Team, GamesPlayed, Wins, Losses, Ties, PCT, HammerEfficiency, StealDefence, StealEfficiency, ForceEfficiency, BlankEnds, BlankEnds/Game, ExtraEndHammer, ExtraEndSteal, Ends, PointsFor, PointsAgainst, PointsFor/Game, PointsAgainst/Game, AvgDiff, HammerPF/E, HammerPA/E, NoHammerPF/E, NoHammerPA/E, EndsFor/Game, EndsAgainst/Game, PointsFor/End, PointsAgainst/End 
Christina Black, 53, 41, 12, 0, 0.774, 0.47, 0.18, 0.33, 0.62, 14, 0.93, 0, 1.0, 400, 386, 221, 9.65, 5.53, 4.13, 1.38, 0.27, 0.60, 0.80, 5.25, 3.83, 1.84, 1.44 
Lucy Blair, 33, 11, 22, 0, 0.333, 0.22, 0.34, 0.28, 0.56, 9, 1.02, 0, 0.0, 245, 154, 195, 6.29, 7.96, -1.67, 0.90, 0.56, 0.39, 1.01, 4.20, 4.78, 1.50, 1.67 
Chelsea Brandwood, 25, 14, 11, 0, 0.560, 0.38, 0.23, 0.40, 0.44, 11, 0.82, 0, 1.0, 184, 151, 130, 8.21, 7.07, 1.14, 1.07, 0.40, 0.58, 1.01, 5.22, 3.97, 1.57, 1.78 
Theresa Breen, 16, 7, 9, 0, 0.438, 0.32, 0.28, 0.28, 0.54, 3, 1.08, 0, 0, 111, 79, 80, 7.12, 7.21, -0.09, 1.12, 0.48, 0.38, 0.92, 4.50, 4.41, 1.58, 1.63 
Corryn Brown, 53, 30, 23, 0, 0.566, 0.36, 0.28, 0.26, 0.58, 26, 1.06, 0, 0, 379, 295, 272, 7.78, 7.18, 0.61, 1.09, 0.43, 0.42, 1.05, 4.35, 4.59, 1.79, 1.56 
Krysta Burns, 29, 16, 13, 0, 0.552, 0.37, 0.29, 0.30, 0.54, 5, 0.51, 0, 0.0, 217, 189, 160, 8.71, 7.37, 1.34, 1.20, 0.37, 0.58, 1.06, 4.70, 4.79, 1.85, 1.54 
Chelsea Carey, 45, 18, 27, 0, 0.400, 0.29, 0.37, 0.25, 0.55, 9, 0.69, 0, 0.0, 334, 214, 273, 6.41, 8.17, -1.77, 0.90, 0.56, 0.37, 1.09, 4.16, 5.15, 1.54, 1.59 
Stefania Constantini, 88, 50, 38, 0, 0.568, 0.37, 0.24, 0.28, 0.63, 45, 1.26, 0.5, 0.0, 692, 524, 419, 7.57, 6.05, 1.52, 1.10, 0.32, 0.42, 0.89, 4.57, 4.18, 1.66, 1.45 
Shiella Cowan, 27, 7, 20, 0, 0.259, 0.25, 0.37, 0.28, 0.39, 12, 0.85, 0.0, 0.0, 201, 132, 185, 6.57, 9.20, -2.64, 0.80, 0.63, 0.49, 1.26, 4.13, 5.02, 1.59, 1.83 
Bella Croisier, 37, 21, 16, 0, 0.568, 0.33, 0.26, 0.27, 0.53, 21, 0.99, 1.0, 0, 322, 228, 235, 7.08, 7.30, -0.22, 1.02, 0.37, 0.36, 1.13, 4.50, 4.50, 1.57, 1.62 
Elysa Crough, 45, 20, 25, 0, 0.444, 0.32, 0.27, 0.32, 0.45, 28, 1.22, 1.0, 0, 320, 232, 242, 7.25, 7.56, -0.31, 0.92, 0.44, 0.51, 1.11, 4.44, 4.34, 1.63, 1.74 
Stacie Curtis, 37, 20, 17, 0, 0.541, 0.39, 0.28, 0.27, 0.52, 6, 0.70, 0, 0, 284, 234, 218, 8.24, 7.68, 0.56, 1.24, 0.39, 0.45, 1.11, 4.61, 4.68, 1.79, 1.64 
Abby Deschene, 25, 8, 17, 0, 0.320, 0.23, 0.35, 0.29, 0.59, 5, 0.82, 0.0, 0, 184, 128, 147, 6.96, 7.99, -1.03, 0.98, 0.58, 0.44, 1.00, 4.35, 4.84, 1.60, 1.65 
Emily Deschenes, 19, 9, 10, 0, 0.474, 0.33, 0.33, 0.37, 0.43, 3, 0.29, 0, 0, 140, 107, 115, 7.64, 8.21, -0.57, 1.06, 0.46, 0.46, 1.21, 5.00, 4.71, 1.53, 1.74 
Hollie Duncan, 32, 14, 18, 0, 0.438, 0.35, 0.27, 0.23, 0.52, 14, 0.77, 0, 0, 248, 184, 200, 7.42, 8.06, -0.65, 1.09, 0.46, 0.31, 1.23, 4.48, 4.76, 1.66, 1.69 
Kerri Einarson, 90, 64, 26, 0, 0.711, 0.46, 0.18, 0.29, 0.58, 34, 0.90, 1.0, 0, 733, 641, 455, 8.74, 6.21, 2.54, 1.31, 0.23, 0.47, 0.98, 4.99, 4.11, 1.75, 1.51 
Beth Farmer, 50, 13, 37, 0, 0.260, 0.25, 0.31, 0.23, 0.54, 30, 1.43, 0.0, 0.0, 371, 207, 295, 5.58, 7.95, -2.37, 0.81, 0.51, 0.27, 1.12, 3.91, 4.66, 1.43, 1.71 
Susan Froud, 24, 13, 11, 0, 0.542, 0.43, 0.25, 0.33, 0.43, 7, 1.44, 0, 0, 181, 135, 118, 7.46, 6.52, 0.94, 1.12, 0.37, 0.48, 0.86, 4.70, 3.87, 1.59, 1.69 
Satsuki Fujisawa, 92, 61, 31, 0, 0.663, 0.40, 0.20, 0.34, 0.54, 53, 1.08, 1.0, 0.0, 730, 603, 447, 8.26, 6.12, 2.14, 1.14, 0.28, 0.52, 0.94, 4.90, 4.01, 1.68, 1.53 
Kerry Galusha, 46, 29, 17, 0, 0.630, 0.46, 0.18, 0.34, 0.55, 8, 0.79, 1.0, 0, 356, 318, 222, 8.93, 6.24, 2.70, 1.37, 0.26, 0.53, 0.90, 5.28, 3.93, 1.69, 1.59 
Eun ji Gim, 92, 65, 27, 0, 0.707, 0.49, 0.17, 0.29, 0.58, 34, 1.07, 1.0, 0, 682, 588, 411, 8.62, 6.03, 2.60, 1.36, 0.23, 0.44, 0.92, 4.93, 4.00, 1.75, 1.51 
Clancy Grandy, 94, 59, 35, 0, 0.628, 0.40, 0.26, 0.35, 0.52, 14, 0.61, 0, 1.0, 690, 614, 480, 8.90, 6.96, 1.94, 1.27, 0.35, 0.56, 1.00, 5.13, 4.26, 1.73, 1.63 
Serena Gray-Withers, 69, 36, 33, 0, 0.522, 0.36, 0.31, 0.31, 0.53, 18, 0.76, 1.0, 0, 523, 423, 373, 8.09, 7.13, 0.96, 1.07, 0.42, 0.56, 1.00, 4.65, 4.59, 1.74, 1.55 
Seungyoun Ha, 90, 57, 33, 0, 0.633, 0.41, 0.20, 0.34, 0.50, 58, 1.49, 1.0, 1.0, 706, 596, 422, 8.44, 5.98, 2.46, 1.16, 0.26, 0.56, 0.90, 4.75, 3.77, 1.78, 1.59 
Jacqueline Harrison, 33, 18, 15, 0, 0.545, 0.39, 0.28, 0.26, 0.47, 10, 0.83, 1.0, 0.0, 252, 190, 187, 7.54, 7.42, 0.12, 1.13, 0.41, 0.36, 1.08, 4.52, 4.64, 1.67, 1.60 
Anna Hasselborg, 92, 56, 36, 0, 0.609, 0.40, 0.19, 0.24, 0.53, 55, 1.35, 0, 0.0, 721, 547, 468, 7.59, 6.49, 1.10, 1.15, 0.28, 0.35, 1.04, 4.56, 4.09, 1.66, 1.59 
Heather Heggestad, 7, 3, 4, 0, 0.429, 0.21, 0.33, 0.33, 0.33, 2, 1.04, 0, 0, 48, 33, 37, 6.88, 7.71, -0.83, 0.90, 0.52, 0.52, 0.96, 4.38, 4.58, 1.57, 1.68 
Fay Henderson, 55, 34, 21, 0, 0.618, 0.32, 0.28, 0.33, 0.49, 22, 1.00, 0, 1.0, 431, 360, 308, 8.35, 7.15, 1.21, 1.08, 0.40, 0.59, 1.03, 4.76, 4.25, 1.76, 1.68 
Amber Holland, 39, 16, 23, 0, 0.410, 0.35, 0.28, 0.26, 0.47, 13, 0.89, 0, 0, 291, 192, 233, 6.60, 8.01, -1.41, 0.99, 0.45, 0.35, 1.13, 4.36, 4.74, 1.51, 1.69 
Rachel Homan, 70, 53, 17, 0, 0.757, 0.46, 0.20, 0.25, 0.63, 31, 0.97, 0.0, 0.0, 537, 454, 336, 8.45, 6.26, 2.20, 1.30, 0.29, 0.36, 0.98, 4.75, 4.28, 1.78, 1.46 
Ashley Howard, 39, 15, 24, 0, 0.385, 0.25, 0.38, 0.28, 0.43, 7, 0.59, 0, 0, 287, 186, 245, 6.48, 8.54, -2.06, 0.90, 0.56, 0.38, 1.17, 4.32, 5.09, 1.50, 1.68 
Carly Howard, 44, 25, 19, 0, 0.568, 0.37, 0.27, 0.31, 0.50, 11, 0.61, 1.0, 0.5, 327, 271, 235, 8.29, 7.19, 1.10, 1.24, 0.35, 0.43, 1.07, 4.86, 4.53, 1.70, 1.59 
Corrie Huerlimann, 46, 27, 19, 0, 0.587, 0.38, 0.23, 0.31, 0.58, 18, 1.03, 0, 0, 360, 274, 233, 7.61, 6.47, 1.14, 1.13, 0.32, 0.43, 0.94, 4.78, 4.19, 1.59, 1.54 
Jessie Hunkin, 50, 29, 21, 0, 0.580, 0.28, 0.27, 0.33, 0.55, 12, 0.78, 1.0, 0, 358, 269, 244, 7.51, 6.82, 0.70, 1.01, 0.36, 0.52, 0.97, 4.86, 4.36, 1.55, 1.56 
Danielle Inglis, 41, 28, 13, 0, 0.683, 0.41, 0.22, 0.31, 0.51, 10, 0.68, 0, 1.0, 310, 264, 219, 8.52, 7.06, 1.45, 1.27, 0.29, 0.46, 1.10, 5.03, 4.29, 1.69, 1.65 
Steph Jackson-Baier, 16, 9, 7, 0, 0.563, 0.35, 0.30, 0.29, 0.51, 2, 0.72, 0, 0, 125, 92, 93, 7.36, 7.44, -0.08, 1.16, 0.51, 0.38, 0.94, 4.64, 4.64, 1.59, 1.60 
Michele Jaeggi, 74, 39, 35, 0, 0.527, 0.36, 0.24, 0.29, 0.46, 21, 0.95, 0, 1.0, 546, 422, 384, 7.73, 7.03, 0.70, 1.14, 0.33, 0.44, 1.03, 4.71, 4.34, 1.64, 1.62 
Daniela Jentsch, 88, 49, 39, 0, 0.557, 0.37, 0.25, 0.29, 0.54, 41, 1.13, 0.0, 0.0, 666, 525, 459, 7.88, 6.89, 0.99, 1.14, 0.40, 0.43, 0.98, 4.55, 4.32, 1.73, 1.59 
Jennifer Jones, 104, 68, 36, 0, 0.654, 0.42, 0.22, 0.32, 0.50, 21, 0.59, 0, 1.0, 785, 716, 534, 9.12, 6.80, 2.32, 1.31, 0.31, 0.55, 1.03, 5.12, 4.29, 1.78, 1.58 
Asuka Kanai, 40, 24, 16, 0, 0.600, 0.37, 0.21, 0.29, 0.50, 11, 0.93, 1.0, 0.0, 311, 251, 216, 8.07, 6.95, 1.13, 1.18, 0.31, 0.46, 1.06, 4.98, 4.08, 1.62, 1.70 
Wakaha Kawamura, 4, 1, 3, 0, 0.250, 0.07, 0.53, 0.36, 0.57, 0, 0.00, 0, 0, 26, 16, 26, 6.15, 10.00, -3.85, 0.53, 1.00, 0.73, 1.00, 4.23, 5.77, 1.45, 1.73 
Raphaela Keiser, 72, 39, 33, 0, 0.542, 0.29, 0.23, 0.26, 0.59, 27, 1.10, 1.0, 0.5, 537, 381, 345, 7.10, 6.42, 0.67, 1.04, 0.30, 0.40, 0.96, 4.54, 4.36, 1.56, 1.47 
Andrea Kelly, 51, 35, 16, 0, 0.686, 0.36, 0.23, 0.37, 0.56, 18, 0.98, 1.0, 0.5, 396, 346, 227, 8.74, 5.73, 3.01, 1.18, 0.29, 0.60, 0.82, 5.10, 3.91, 1.71, 1.46 
Eunjung Kim, 42, 24, 18, 0, 0.571, 0.39, 0.21, 0.25, 0.57, 18, 0.98, 0, 0.0, 327, 248, 225, 7.58, 6.88, 0.70, 1.15, 0.34, 0.37, 1.03, 4.62, 4.40, 1.64, 1.56 
Ikue Kitazawa, 70, 46, 24, 0, 0.657, 0.43, 0.23, 0.39, 0.56, 19, 0.77, 0, 0.0, 507, 474, 306, 9.35, 6.04, 3.31, 1.30, 0.32, 0.62, 0.85, 5.31, 3.93, 1.76, 1.54 
Isabelle Ladouceur, 61, 36, 25, 0, 0.590, 0.37, 0.28, 0.34, 0.58, 9, 0.52, 0.0, 0, 427, 376, 295, 8.81, 6.91, 1.90, 1.23, 0.38, 0.58, 0.96, 4.96, 4.52, 1.77, 1.53 
Kaitlyn Lawes, 86, 56, 30, 0, 0.651, 0.38, 0.19, 0.32, 0.56, 28, 0.78, 0.0, 0.0, 653, 549, 414, 8.41, 6.34, 2.07, 1.21, 0.24, 0.51, 0.98, 5.10, 4.12, 1.65, 1.54 
Brigitte MacPhail, 22, 3, 19, 0, 0.136, 0.20, 0.41, 0.15, 0.34, 12, 1.39, 0, 0, 165, 77, 179, 4.67, 10.85, -6.18, 0.68, 0.74, 0.19, 1.53, 3.27, 5.33, 1.43, 2.03 
Lauren Mann, 38, 20, 18, 0, 0.526, 0.38, 0.26, 0.26, 0.50, 12, 0.71, 0.0, 0.0, 281, 216, 212, 7.69, 7.54, 0.14, 1.17, 0.39, 0.34, 1.14, 4.70, 4.59, 1.64, 1.64 
Nancy Martin, 46, 27, 19, 0, 0.587, 0.32, 0.27, 0.31, 0.60, 6, 0.50, 0.0, 0, 338, 277, 224, 8.20, 6.63, 1.57, 1.20, 0.35, 0.47, 0.96, 4.97, 4.53, 1.65, 1.46 
Krista McCarville, 50, 30, 20, 0, 0.600, 0.38, 0.20, 0.36, 0.54, 26, 0.89, 1.0, 0.0, 380, 316, 240, 8.32, 6.32, 2.00, 1.11, 0.28, 0.56, 0.98, 5.11, 4.00, 1.63, 1.58 
Kristie Moore, 30, 7, 23, 0, 0.233, 0.31, 0.34, 0.21, 0.52, 10, 0.83, 0.0, 0.0, 216, 138, 201, 6.39, 9.31, -2.92, 0.98, 0.59, 0.28, 1.29, 3.94, 5.23, 1.62, 1.78 
Rebecca Morrison, 78, 45, 33, 0, 0.577, 0.40, 0.22, 0.32, 0.54, 33, 0.86, 0.0, 0.0, 604, 486, 395, 8.05, 6.54, 1.51, 1.16, 0.28, 0.47, 1.01, 4.88, 4.26, 1.65, 1.54 
Lisa Parent, 41, 11, 30, 0, 0.268, 0.28, 0.39, 0.21, 0.34, 12, 0.75, 0, 0.0, 305, 193, 304, 6.33, 9.97, -3.64, 0.91, 0.57, 0.30, 1.51, 3.90, 5.34, 1.62, 1.87 
Beth Peterson, 54, 33, 21, 0, 0.611, 0.38, 0.25, 0.28, 0.53, 22, 1.02, 0, 0, 401, 317, 272, 7.91, 6.78, 1.12, 1.13, 0.36, 0.44, 1.01, 4.66, 4.31, 1.70, 1.57 
Tabitha Peterson, 82, 52, 30, 0, 0.634, 0.42, 0.22, 0.30, 0.56, 15, 0.64, 1.0, 1.0, 629, 533, 432, 8.47, 6.87, 1.61, 1.31, 0.31, 0.43, 1.03, 5.01, 4.36, 1.69, 1.58 
Adele Purcell, 25, 5, 20, 0, 0.200, 0.28, 0.37, 0.20, 0.42, 7, 0.91, 1.0, 0.0, 187, 114, 175, 6.10, 9.36, -3.26, 0.89, 0.62, 0.30, 1.30, 3.90, 5.19, 1.56, 1.80 
Kim Rhyme, 31, 14, 17, 0, 0.452, 0.40, 0.31, 0.28, 0.53, 12, 0.87, 0.0, 0, 231, 179, 182, 7.75, 7.88, -0.13, 1.08, 0.47, 0.44, 1.14, 4.42, 4.72, 1.75, 1.67 
Kelsey Rocque, 41, 24, 17, 0, 0.585, 0.39, 0.22, 0.31, 0.55, 11, 0.83, 1.0, 0, 301, 262, 214, 8.70, 7.11, 1.59, 1.33, 0.40, 0.44, 1.01, 5.02, 4.15, 1.74, 1.71 
Breanna Rozon, 29, 12, 17, 0, 0.414, 0.34, 0.34, 0.30, 0.52, 5, 0.81, 0.0, 0.0, 223, 163, 156, 7.31, 7.00, 0.31, 1.06, 0.43, 0.43, 0.96, 4.53, 4.66, 1.61, 1.50 
Honoka Sasaki, 36, 14, 22, 0, 0.389, 0.29, 0.27, 0.24, 0.56, 6, 0.64, 0, 0, 283, 200, 216, 7.07, 7.63, -0.57, 1.07, 0.42, 0.35, 1.10, 4.59, 4.77, 1.54, 1.60 
Casey Scheidegger, 75, 45, 30, 0, 0.600, 0.38, 0.23, 0.26, 0.55, 21, 0.80, 0.0, 0.0, 578, 430, 391, 7.44, 6.76, 0.67, 1.16, 0.29, 0.35, 1.04, 4.71, 4.50, 1.58, 1.50 
Lorraine Schneider, 39, 18, 21, 0, 0.462, 0.33, 0.34, 0.31, 0.54, 10, 0.79, 1.0, 0, 290, 198, 236, 6.83, 8.14, -1.31, 0.97, 0.53, 0.40, 1.09, 4.45, 4.76, 1.53, 1.71 
Marla Sherrer, 29, 11, 18, 0, 0.379, 0.25, 0.41, 0.34, 0.46, 6, 0.57, 0, 0, 211, 143, 186, 6.78, 8.82, -2.04, 0.85, 0.70, 0.50, 1.08, 4.41, 5.02, 1.54, 1.75 
Robyn Silvernagle, 23, 14, 9, 0, 0.609, 0.43, 0.24, 0.24, 0.60, 8, 1.03, 1.0, 0, 204, 171, 145, 8.38, 7.11, 1.27, 1.38, 0.34, 0.34, 1.06, 4.46, 4.51, 1.88, 1.58 
Kayla Skrlik, 64, 40, 24, 0, 0.625, 0.40, 0.23, 0.28, 0.55, 27, 1.16, 0, 0.0, 491, 393, 325, 8.00, 6.62, 1.38, 1.19, 0.31, 0.45, 0.98, 4.60, 4.24, 1.74, 1.56 
Laurie St-Georges, 36, 17, 19, 0, 0.472, 0.30, 0.24, 0.24, 0.53, 22, 1.43, 0, 0, 287, 203, 196, 7.07, 6.83, 0.24, 0.95, 0.35, 0.44, 1.04, 4.32, 4.25, 1.64, 1.61 
Kellie Stiksma, 33, 14, 19, 0, 0.424, 0.37, 0.30, 0.23, 0.46, 8, 1.02, 0, 0, 244, 184, 202, 7.54, 8.28, -0.74, 1.19, 0.46, 0.35, 1.17, 4.26, 4.71, 1.77, 1.76 
Delaney Strouse, 66, 46, 20, 0, 0.697, 0.44, 0.18, 0.34, 0.59, 14, 0.72, 1.0, 0, 470, 438, 298, 9.32, 6.34, 2.98, 1.40, 0.27, 0.53, 0.95, 5.30, 3.98, 1.76, 1.59 
Selena Sturmay, 61, 33, 28, 0, 0.541, 0.37, 0.28, 0.31, 0.54, 11, 0.47, 0, 0, 447, 380, 323, 8.50, 7.23, 1.28, 1.23, 0.37, 0.46, 1.08, 4.92, 4.61, 1.73, 1.57 
Momoha Tabata, 4, 1, 3, 0, 0.250, 0.07, 0.53, 0.36, 0.57, 0, 0.00, 0, 0, 26, 16, 26, 6.15, 10.00, -3.85, 0.53, 1.00, 0.73, 1.00, 4.23, 5.77, 1.45, 1.73 
Stephanie Thompson, 19, 9, 10, 0, 0.474, 0.44, 0.13, 0.26, 0.47, 1, 0.53, 0, 0, 132, 110, 109, 8.33, 8.26, 0.08, 1.51, 0.25, 0.35, 1.23, 5.08, 4.39, 1.64, 1.88 
Silvana Tirinzoni, 108, 83, 25, 0, 0.769, 0.43, 0.17, 0.29, 0.63, 56, 1.24, 1.0, 1.0, 829, 715, 449, 8.62, 5.42, 3.21, 1.25, 0.21, 0.49, 0.87, 4.91, 3.85, 1.76, 1.41 
Rhonda Varnes, 31, 12, 19, 0, 0.387, 0.21, 0.44, 0.23, 0.59, 10, 0.77, 0, 0, 220, 126, 192, 5.73, 8.73, -3.00, 0.76, 0.74, 0.33, 1.05, 3.73, 5.50, 1.54, 1.59 
Noemie Verreault, 13, 6, 7, 0, 0.462, 0.25, 0.26, 0.21, 0.49, 3, 0.73, 1.0, 0, 110, 67, 96, 6.09, 8.73, -2.64, 0.98, 0.48, 0.25, 1.25, 4.45, 4.82, 1.37, 1.81 
Quinn Walsh, 16, 1, 15, 0, 0.063, 0.11, 0.50, 0.17, 0.24, 3, 0.75, 0, 0, 106, 45, 120, 4.25, 11.32, -7.08, 0.58, 0.82, 0.22, 1.54, 3.30, 5.94, 1.29, 1.90 
Meghan Walter, 74, 43, 31, 0, 0.581, 0.43, 0.24, 0.30, 0.52, 20, 0.76, 0, 0.0, 552, 466, 393, 8.44, 7.12, 1.32, 1.27, 0.34, 0.45, 1.05, 4.82, 4.42, 1.75, 1.61 
Maddy Warriner, 30, 11, 19, 0, 0.367, 0.27, 0.33, 0.28, 0.54, 9, 1.02, 0, 0, 226, 141, 173, 6.24, 7.65, -1.42, 0.89, 0.52, 0.37, 1.00, 4.34, 4.65, 1.44, 1.65 
Katelyn Wasylkiw, 32, 16, 16, 0, 0.500, 0.32, 0.32, 0.35, 0.47, 3, 0.33, 1.0, 0, 241, 196, 190, 8.13, 7.88, 0.25, 1.18, 0.51, 0.47, 1.05, 4.94, 4.73, 1.65, 1.67 
Kristy Watling, 46, 19, 27, 0, 0.413, 0.32, 0.30, 0.25, 0.48, 10, 0.68, 0.6666666666666666, 0.5, 322, 228, 258, 7.08, 8.01, -0.93, 1.08, 0.41, 0.35, 1.18, 4.44, 4.88, 1.59, 1.64 
Nicole Westlund Stewart, 21, 7, 14, 0, 0.333, 0.26, 0.34, 0.22, 0.51, 9, 1.10, 1.0, 0.0, 163, 95, 138, 5.83, 8.47, -2.64, 0.83, 0.53, 0.31, 1.19, 3.99, 4.91, 1.46, 1.73 
Bryelle Wong, 4, 0, 4, 0, 0.000, 0.25, 0.38, 0.25, 0.33, 0, 0.00, 0, 0, 28, 18, 34, 6.43, 12.14, -5.71, 0.88, 0.94, 0.33, 1.58, 4.64, 5.36, 1.38, 2.27 
Isabella Wrana, 99, 62, 37, 0, 0.626, 0.40, 0.22, 0.29, 0.51, 41, 0.91, 0.5, 0.0, 704, 585, 485, 8.31, 6.89, 1.42, 1.20, 0.30, 0.45, 1.09, 4.82, 4.28, 1.73, 1.61 
Jessica Wytrychowski, 28, 9, 19, 0, 0.321, 0.28, 0.42, 0.27, 0.37, 9, 0.87, 0, 0, 195, 124, 173, 6.36, 8.87, -2.51, 0.85, 0.65, 0.38, 1.17, 3.95, 5.18, 1.61, 1.71 
Sae Yamamoto, 30, 16, 14, 0, 0.533, 0.35, 0.26, 0.28, 0.55, 9, 1.19, 1.0, 0, 218, 154, 159, 7.06, 7.29, -0.23, 1.08, 0.43, 0.38, 0.99, 4.50, 4.31, 1.57, 1.69 
Sayaka Yoshimura, 42, 30, 12, 0, 0.714, 0.45, 0.18, 0.32, 0.61, 20, 1.24, 0, 0, 299, 251, 169, 8.39, 5.65, 2.74, 1.21, 0.24, 0.49, 0.87, 4.98, 3.78, 1.68, 1.50 
Jiaqi Zhang, 4, 0, 4, 0, 0.000, 0.25, 0.38, 0.25, 0.33, 0, 0.00, 0, 0, 28, 18, 34, 6.43, 12.14, -5.71, 0.88, 0.94, 0.33, 1.58, 4.64, 5.36, 1.38, 2.27 
