Team, GamesPlayed, Wins, Losses, Ties, PCT, HammerEfficiency, StealDefence, StealEfficiency, ForceEfficiency, BlankEnds, BlankEnds/Game, ExtraEndHammer, ExtraEndSteal, Ends, PointsFor, PointsAgainst, PointsFor/Game, PointsAgainst/Game, AvgDiff, HammerPF/E, HammerPA/E, NoHammerPF/E, NoHammerPA/E, EndsFor/Game, EndsAgainst/Game, PointsFor/End, PointsAgainst/End 
Hannah Fleming, 50, 29, 21, 0, 0.580, 0.37, 0.27, 0.25, 0.54, 27, 1.28, 1.0, 1.0, 390, 299, 273, 7.67, 7.00, 0.67, 1.08, 0.41, 0.43, 1.01, 4.28, 4.44, 1.79, 1.58 
Tracy Fleury, 47, 25, 22, 0, 0.532, 0.30, 0.20, 0.25, 0.58, 27, 1.14, 0.0, 0.3333333333333333, 404, 287, 265, 7.10, 6.56, 0.54, 1.05, 0.32, 0.37, 1.00, 4.60, 4.26, 1.54, 1.54 
Debbie Folk, 7, 2, 5, 0, 0.286, 0.21, 0.48, 0.32, 0.43, 1, 0.43, 0, 0, 47, 29, 46, 6.17, 9.79, -3.62, 0.68, 0.72, 0.55, 1.27, 4.04, 5.53, 1.53, 1.77 
Stacey Fordyce, 8, 1, 7, 0, 0.125, 0.13, 0.53, 0.39, 0.31, 2, 0.55, 0, 1.0, 55, 30, 59, 5.45, 10.73, -5.27, 0.56, 0.97, 0.52, 1.22, 4.00, 5.45, 1.36, 1.97 
Kim Forge, 7, 0, 7, 0, 0.000, 0.17, 0.48, 0.11, 0.59, 4, 0.68, 0, 0.0, 59, 27, 54, 4.58, 9.15, -4.58, 0.60, 0.60, 0.16, 1.58, 3.22, 6.10, 1.42, 1.50 
D'Arcy Forrest, 10, 2, 8, 0, 0.200, 0.25, 0.45, 0.32, 0.44, 4, 0.77, 0, 0, 65, 40, 68, 6.15, 10.46, -4.31, 0.73, 0.95, 0.44, 1.20, 4.00, 5.23, 1.54, 2.00 
Liane Fossum, 8, 2, 6, 0, 0.250, 0.37, 0.35, 0.17, 0.46, 1, 0.61, 0.0, 0, 66, 43, 58, 6.52, 8.79, -2.27, 1.00, 0.52, 0.34, 1.20, 3.79, 5.61, 1.72, 1.57 
Ashlee Foster, 3, 0, 3, 0, 0.000, 0.27, 0.44, 0.00, 0.22, 1, 0.40, 0, 0, 25, 14, 32, 5.60, 12.80, -7.20, 0.88, 0.69, 0.00, 2.33, 3.20, 6.40, 1.75, 2.00 
Diane Foster, 4, 1, 3, 0, 0.250, 0.27, 0.23, 0.09, 0.40, 2, 0.83, 0, 0, 24, 14, 29, 5.83, 12.08, -6.25, 0.85, 0.62, 0.27, 1.91, 3.75, 5.42, 1.56, 2.23 
Kaitlin Fowler, 9, 2, 7, 0, 0.222, 0.29, 0.43, 0.10, 0.52, 5, 1.18, 0, 0, 76, 42, 75, 5.53, 9.87, -4.34, 0.85, 0.65, 0.10, 1.50, 3.16, 5.66, 1.75, 1.74 
Kirsten Fox, 14, 4, 10, 0, 0.286, 0.24, 0.27, 0.17, 0.68, 6, 1.20, 0, 0, 100, 65, 72, 6.50, 7.20, -0.70, 1.02, 0.38, 0.25, 1.08, 4.00, 4.80, 1.63, 1.50 
Genevieve Frappier, 12, 3, 9, 0, 0.250, 0.30, 0.34, 0.19, 0.44, 3, 0.58, 0, 0, 104, 62, 83, 5.96, 7.98, -2.02, 0.91, 0.41, 0.23, 1.25, 4.13, 5.29, 1.44, 1.51 
Suzanne Frick, 4, 2, 2, 0, 0.500, 0.15, 0.46, 0.64, 0.25, 0, 0.00, 0, 0, 24, 18, 21, 7.50, 8.75, -1.25, 0.69, 0.69, 0.82, 1.09, 5.83, 4.17, 1.29, 2.10 
Teandra Friesen, 14, 4, 10, 0, 0.286, 0.22, 0.30, 0.18, 0.42, 12, 1.80, 0, 0, 111, 56, 84, 5.05, 7.57, -2.52, 0.74, 0.41, 0.22, 1.18, 3.60, 4.59, 1.40, 1.65 
Satsuki Fujisawa, 32, 12, 20, 0, 0.375, 0.33, 0.29, 0.20, 0.51, 15, 0.94, 1.0, 0.0, 246, 164, 197, 6.67, 8.01, -1.34, 0.99, 0.44, 0.28, 1.23, 4.15, 4.92, 1.61, 1.63 
Kerry Galusha, 20, 10, 10, 0, 0.500, 0.38, 0.27, 0.25, 0.67, 4, 0.41, 0, 0, 169, 133, 114, 7.87, 6.75, 1.12, 1.25, 0.36, 0.32, 0.99, 4.67, 4.91, 1.68, 1.37 
Tiffany Game, 33, 14, 19, 0, 0.424, 0.34, 0.26, 0.20, 0.57, 5, 0.87, 0, 0.0, 252, 182, 193, 7.22, 7.66, -0.44, 1.14, 0.41, 0.34, 1.10, 4.37, 4.76, 1.65, 1.61 
Jaimee Gardner, 3, 1, 2, 0, 0.333, 0.18, 0.36, 0.27, 0.25, 0, 0.00, 0, 0, 22, 13, 23, 5.91, 10.45, -4.55, 0.91, 0.64, 0.27, 1.45, 4.55, 5.45, 1.30, 1.92 
Melissa Germain, 7, 1, 6, 0, 0.143, 0.15, 0.31, 0.24, 0.52, 2, 0.52, 0, 0, 58, 32, 54, 5.52, 9.31, -3.79, 0.79, 0.55, 0.31, 1.31, 4.31, 5.17, 1.28, 1.80 
Amy Gibson, 21, 11, 10, 0, 0.524, 0.27, 0.30, 0.34, 0.59, 17, 1.61, 0, 0.5, 180, 118, 122, 6.56, 6.78, -0.22, 0.83, 0.50, 0.48, 0.86, 4.28, 4.11, 1.53, 1.65 
Em Good, 13, 5, 8, 0, 0.385, 0.27, 0.29, 0.23, 0.54, 4, 1.12, 0.5, 0, 125, 74, 90, 5.92, 7.20, -1.28, 0.97, 0.44, 0.26, 0.97, 4.24, 4.64, 1.40, 1.55 
Molly Greenwood, 10, 7, 3, 0, 0.700, 0.38, 0.27, 0.36, 0.54, 3, 1.52, 0, 0, 92, 72, 54, 7.83, 5.87, 1.96, 1.11, 0.35, 0.56, 0.75, 4.78, 3.70, 1.64, 1.59 
Michelle Gribi, 19, 6, 13, 0, 0.316, 0.14, 0.30, 0.24, 0.44, 11, 1.54, 0, 0.0, 149, 75, 108, 5.03, 7.25, -2.21, 0.74, 0.36, 0.27, 1.08, 3.96, 4.50, 1.27, 1.61 
Stephanie Guzzwell, 4, 1, 3, 0, 0.250, 0.11, 0.40, 0.29, 0.91, 2, 0.81, 0, 0, 37, 18, 27, 4.86, 7.30, -2.43, 0.60, 0.70, 0.35, 0.76, 4.05, 5.14, 1.20, 1.42 
Teejay Haichert, 6, 3, 3, 0, 0.500, 0.33, 0.20, 0.17, 0.68, 6, 1.86, 1.0, 0, 59, 33, 34, 5.59, 5.76, -0.17, 0.87, 0.27, 0.24, 0.90, 3.90, 4.24, 1.43, 1.36 
Lisa Hale, 20, 5, 15, 0, 0.250, 0.25, 0.36, 0.14, 0.55, 10, 1.19, 0.0, 0.0, 160, 85, 130, 5.31, 8.13, -2.81, 0.83, 0.50, 0.19, 1.18, 3.44, 5.38, 1.55, 1.51 
Beth Hamilton, 9, 2, 7, 0, 0.222, 0.12, 0.38, 0.26, 0.52, 4, 1.13, 0, 0.5, 71, 36, 62, 5.07, 8.73, -3.66, 0.65, 0.68, 0.35, 1.09, 3.94, 4.93, 1.29, 1.77 
Leslie Hammond, 26, 12, 14, 0, 0.462, 0.30, 0.22, 0.26, 0.50, 12, 1.29, 0, 0.5, 202, 130, 144, 6.44, 7.13, -0.69, 1.00, 0.35, 0.32, 1.04, 4.51, 4.21, 1.43, 1.69 
Jenn Hanna, 6, 3, 3, 0, 0.500, 0.26, 0.23, 0.24, 0.38, 3, 1.40, 0, 0, 43, 30, 29, 6.98, 6.74, 0.23, 1.05, 0.27, 0.33, 1.10, 4.42, 4.19, 1.58, 1.61 
